,f1,g,recall,precision,pf,wins
cleartk.csv,0.5,0.57,0.63,0.36,0.6,13
encog-cs.csv,0.44,0.45,0.6,0.34,0.66,5
extprosys.csv,0.47,0.47,0.82,0.35,0.71,8
ibatisdb.csv,0.38,0.4,0.36,0.4,0.33,6
intact.csv,0.46,0.55,0.63,0.38,0.57,12
japano.csv,0.51,0.37,0.83,0.35,0.83,7
lockss.csv,0.43,0.53,0.64,0.39,0.54,11
ofbiz.csv,0.46,0.49,0.76,0.35,0.65,9
officefloor.csv,0.34,0.34,0.3,0.35,0.27,2
opennms.csv,0.22,0.28,0.24,0.41,0.19,1
rohxel.csv,0.24,0.3,0.26,0.44,0.16,3
roolo.csv,0.44,0.46,0.7,0.34,0.77,4
sevenupdate.csv,0.52,0.0,1.0,0.35,1.0,0
web-cat.csv,0.51,0.52,0.83,0.35,0.79,10
