,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.69,0.62,0.84,0.46,0.63,0.54,0.58,0.8,1.0,0.68,0.85,0.6,0.58,0.47
encog-cs.csv,1.0,0.33,0.38,0.59,0.5,0.6,0.9,0.77,0.67,0.18,0.58,0.6,0.66,0.75,0.53
extprosys.csv,1.0,0.78,0.6,0.92,0.93,0.63,0.33,0.65,0.83,0.91,0.82,0.65,0.91,0.97,0.32
ibatisdb.csv,0.0,0.39,0.36,0.29,0.54,0.57,0.36,0.3,0.35,0.45,0.53,0.2,0.18,0.83,0.42
intact.csv,1.0,0.8,0.58,0.61,0.79,0.63,0.44,0.43,0.74,0.95,0.92,0.4,0.9,0.56,0.32
japano.csv,0.0,0.98,0.91,0.86,0.82,0.83,0.95,0.74,0.91,0.73,0.79,0.9,0.87,0.75,0.74
lockss.csv,1.0,0.33,0.57,0.4,0.64,0.53,0.85,0.69,0.42,0.5,0.84,0.85,0.58,0.97,0.79
ofbiz.csv,0.0,0.94,1.0,0.62,0.64,0.8,0.82,0.5,0.64,0.27,0.95,0.4,0.76,0.86,0.79
officefloor.csv,1.0,0.22,0.3,0.51,0.21,0.3,0.03,0.45,0.44,0.23,0.66,0.05,0.23,0.53,0.47
opennms.csv,1.0,0.33,0.06,0.13,0.71,0.13,0.56,0.04,0.24,0.5,0.11,0.45,0.41,0.08,0.0
rohxel.csv,1.0,0.41,0.32,0.26,0.14,0.1,0.67,0.29,0.58,0.23,0.08,0.35,0.07,0.11,0.05
roolo.csv,0.0,0.69,0.89,0.77,0.96,0.8,0.31,0.47,0.58,0.55,0.89,0.7,0.8,0.67,0.79
sevenupdate.csv,1.0,0.78,1.0,1.0,0.86,1.0,0.97,1.0,0.95,0.68,1.0,1.0,0.92,1.0,1.0
web-cat.csv,1.0,0.43,0.91,0.88,0.82,0.83,0.82,0.62,0.91,0.82,0.87,0.8,0.85,0.97,0.79
