,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.89,0.34,0.98,0.23,0.43,0.88,0.9,0.36,0.22,0.06,0.4,0.68,0.25,0.33
encog-cs.csv,0.01,0.84,0.34,0.85,0.21,0.27,0.76,0.94,0.53,0.17,0.02,0.29,0.69,0.31,0.42
extprosys.csv,0.01,0.86,0.45,0.9,0.26,0.28,0.68,0.92,0.35,0.18,0.05,0.37,0.68,0.31,0.32
ibatisdb.csv,0.0,0.9,0.29,0.81,0.3,0.4,0.7,0.9,0.4,0.22,0.05,0.25,0.73,0.58,0.57
intact.csv,0.02,0.87,0.28,0.89,0.32,0.45,0.81,0.95,0.44,0.19,0.04,0.36,0.72,0.29,0.38
japano.csv,0.0,0.89,0.33,0.87,0.28,0.3,0.77,0.98,0.36,0.17,0.02,0.35,0.66,0.26,0.42
lockss.csv,0.02,0.89,0.33,0.95,0.27,0.31,0.79,0.92,0.39,0.28,0.03,0.46,0.71,0.28,0.41
ofbiz.csv,0.0,0.88,0.29,0.86,0.28,0.29,0.82,0.93,0.43,0.16,0.03,0.38,0.78,0.31,0.35
officefloor.csv,0.02,1.0,0.3,0.91,0.32,0.39,1.0,0.92,0.46,0.19,0.07,0.14,0.79,0.35,0.32
opennms.csv,0.02,0.76,0.6,0.93,0.51,0.33,0.81,1.0,0.41,0.29,0.03,0.41,0.68,0.18,0.0
rohxel.csv,0.03,0.87,0.35,0.93,0.25,0.27,0.81,1.0,0.48,0.25,0.02,0.44,0.68,0.17,0.5
roolo.csv,0.0,0.89,0.29,0.86,0.3,0.29,0.75,0.92,0.34,0.14,0.03,0.61,0.67,0.24,0.38
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.36,0.19,0.03,0.35,0.67,0.26,0.38
web-cat.csv,0.01,1.0,0.28,0.87,0.26,0.3,0.76,0.91,0.35,0.2,0.03,0.37,0.71,0.32,0.65
