,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.26,0.09,0.0,0.21,0.24,0.54,0.29,0.23,0.49,0.4,0.29,0.21,0.43
echongl.csv,0.64,0.43,0.58,0.36,0.0,0.3,0.47,0.69,0.31,0.03,0.48,0.61,0.14
les-indemodables.csv,0.29,0.14,0.19,0.43,0.21,0.4,0.37,0.15,0.41,0.02,0.18,0.13,0.21
mbse.csv,0.42,0.72,0.38,0.0,0.26,0.31,0.49,0.31,0.37,0.31,0.33,0.1,0.43
ns-3-dev-def-routing.csv,0.21,0.12,0.23,0.28,0.08,0.13,0.0,0.23,0.41,0.48,0.31,0.14,0.36
psycle.csv,0.59,0.01,0.55,0.9,0.66,0.74,0.65,0.85,0.49,0.66,0.87,0.49,0.57
qpe.csv,0.0,0.23,0.71,0.06,0.11,0.36,0.17,0.15,0.27,0.18,0.56,0.17,0.14
simplewebservices.csv,0.17,0.39,0.26,0.59,0.66,0.5,0.37,0.54,0.65,0.34,0.0,0.49,0.14
v8.csv,0.99,0.97,0.29,0.91,0.97,0.43,1.0,0.0,0.94,0.97,0.4,0.22,0.86
wikipediardware.csv,0.71,0.51,0.89,0.9,0.97,0.97,0.86,0.69,0.41,0.83,0.89,0.78,0.07
wxstudio.csv,0.32,0.22,0.22,0.0,0.47,0.14,0.17,0.31,0.02,0.23,0.06,0.11,0.0
xamj.csv,0.54,0.9,0.78,0.47,0.76,0.48,0.76,0.46,0.82,0.54,0.57,0.0,0.93
