,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.71,0.43,0.27,0.0,1.0
chaperon.csv,0.63,0.43,0.32,0.44,0.86
mule.csv,0.71,0.61,0.36,0.33,0.94
springside.csv,0.71,0.56,0.27,0.1,1.0
swtfox.csv,0.6,0.32,0.62,0.05,0.85
