,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.35,0.15,0.55,0.0,0.0,0.39,0.58,0.2,0.26,0.76,0.07,0.67,0.24,0.63,0.61,0.49,0.48,0.7,0.41,0.5
alpine.csv,0.04,0.14,0.1,0.25,0.02,0.07,0.05,0.06,0.07,0.0,0.0,0.0,0.05,0.13,0.02,0.2,0.04,0.0,0.06,0.16
enzo.csv,0.84,0.83,0.82,0.84,0.99,0.86,0.97,0.94,0.85,0.81,0.57,0.91,0.65,0.74,0.32,0.77,0.08,0.96,0.75,0.72
flylinkdc.csv,0.06,0.0,0.12,0.16,0.01,0.14,0.06,0.12,0.04,0.05,0.0,0.24,0.09,0.21,0.03,0.06,0.0,0.37,0.16,0.0
fw4spl.csv,0.51,0.22,0.12,0.56,0.04,0.26,0.01,0.0,0.25,0.14,0.79,0.28,0.39,0.5,0.8,0.5,0.84,0.23,0.09,0.65
grisbi.csv,0.61,0.69,0.88,0.81,1.0,0.86,0.97,0.94,0.9,0.9,0.0,0.81,0.58,0.79,0.95,0.86,0.64,1.0,0.78,0.72
jcae.csv,0.0,0.02,0.02,0.01,0.19,0.04,0.0,0.02,0.13,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.03,0.0
jcl.csv,0.16,0.07,0.05,0.09,0.0,0.05,0.05,0.18,0.01,0.19,0.07,0.08,0.15,0.34,0.68,0.09,0.6,0.0,0.03,0.03
libarchive.csv,0.31,0.17,0.22,0.39,0.58,0.34,0.59,0.46,0.42,0.4,0.0,0.34,0.2,0.29,0.22,0.48,0.04,0.99,0.31,0.0
mimosa.csv,0.51,0.39,0.6,0.56,0.96,0.46,0.53,0.49,0.97,0.0,0.21,0.5,0.43,0.21,0.13,0.56,0.4,0.6,0.5,0.81
n2cms.csv,0.27,0.51,0.48,0.22,1.0,0.0,0.35,0.07,0.63,0.26,0.07,0.23,0.35,0.08,0.83,0.14,0.2,0.54,0.12,0.56
nabu-library.csv,0.57,0.59,0.52,0.65,0.65,0.76,0.66,0.8,0.24,0.76,0.29,0.79,0.59,0.71,0.0,0.45,0.32,0.86,0.5,0.24
net-snmp.csv,0.0,0.2,0.25,0.24,0.66,0.32,0.22,0.23,0.34,0.24,0.07,0.38,0.24,0.16,0.16,0.33,0.08,0.68,0.22,0.21
ossbuild.csv,0.14,0.06,0.1,0.09,0.07,0.27,0.13,0.07,0.0,0.19,0.0,0.16,0.08,0.26,0.11,0.04,0.04,0.08,0.03,0.18
quickfast.csv,0.78,0.64,0.55,0.61,0.81,0.58,0.72,0.48,0.29,0.5,0.43,0.69,0.38,0.39,0.25,0.61,0.52,0.61,0.0,0.6
tcvp.csv,0.04,0.01,0.38,0.05,0.0,0.34,0.09,0.02,0.04,0.43,0.14,0.13,0.0,0.0,0.6,0.06,0.0,0.29,0.22,0.04
vdsf.csv,0.88,0.89,0.82,0.98,0.0,0.95,0.94,0.81,0.96,1.0,1.0,0.95,0.85,0.97,1.0,0.96,0.92,0.97,0.97,1.0
virtuoso.csv,0.08,0.47,0.55,0.24,0.65,0.49,0.67,0.49,0.28,0.69,0.21,0.11,0.3,0.03,0.77,0.01,0.0,0.62,0.12,0.31
xbrlapi.csv,0.31,0.26,0.02,0.52,0.71,0.35,0.41,0.33,0.89,0.4,0.0,0.09,0.23,0.21,0.25,0.74,0.6,0.48,0.47,0.99
yarp.csv,0.18,0.16,0.3,0.38,0.09,0.14,0.1,0.16,0.03,0.36,0.14,0.23,0.26,0.0,0.2,0.09,0.4,0.46,0.41,0.15
