,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.24,0.2,0.94,0.24,0.64,0.27
exl.csv,0.63,0.53,0.35,0.53,0.41,1.0
opennms.csv,0.94,0.04,0.24,0.37,0.29,0.25
phet.csv,0.25,0.94,0.52,0.2,0.28,0.0
runuomondains.csv,0.0,0.07,0.09,0.07,1.0,0.23
