,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.3,0.4,0.17,0.81,0.38,0.71,0.52,0.16,0.66,0.0,0.09,0.84
avifile.csv,1.0,0.73,0.34,0.07,0.7,0.17,0.62,0.42,0.12,0.36,0.83,0.57,0.57,0.11
delphilhlplib.csv,0.2,0.45,0.3,0.5,0.83,0.37,0.43,0.08,0.8,0.42,0.34,0.0,0.11,0.53
fluidium.csv,0.0,0.27,0.12,0.23,0.0,0.39,0.62,0.0,0.0,0.04,0.0,0.2,0.3,0.0
gnome-jabber.csv,0.2,0.73,0.7,0.4,0.51,0.52,0.38,0.5,0.72,0.56,0.55,0.61,0.72,0.79
ipfilter.csv,0.8,1.0,1.0,0.9,0.98,0.15,0.67,0.82,0.56,0.44,0.93,0.96,0.93,0.63
jparsec.csv,0.8,0.91,0.75,1.0,1.0,0.7,0.76,0.84,0.92,0.71,0.9,1.0,0.93,1.0
loki-lib.csv,0.4,0.73,0.82,0.97,0.75,0.3,0.38,0.34,0.88,0.38,0.59,0.59,0.48,0.53
mumble.csv,0.0,0.91,0.59,0.97,0.92,0.65,0.0,0.47,0.88,0.71,0.28,0.98,0.65,0.0
opengs.csv,0.4,0.64,0.62,0.47,0.58,0.8,0.48,0.42,0.68,0.93,0.21,0.3,0.52,0.47
owfs.csv,0.4,0.36,0.84,0.3,0.45,0.96,0.67,0.68,0.6,0.96,0.9,0.48,0.67,0.89
rectracker.csv,0.8,1.0,0.86,1.0,1.0,1.0,0.95,0.84,0.84,1.0,0.93,1.0,0.76,0.95
rockbox.csv,0.2,0.18,0.38,0.03,0.09,0.28,0.14,0.32,0.48,0.24,0.34,0.28,0.17,0.84
zealos.csv,0.2,0.09,0.16,0.77,0.53,0.04,0.1,0.03,0.12,0.24,0.24,0.03,0.11,0.05
