,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.17,0.02,0.07,0.22,0.11,0.57,0.21,0.34,0.26,0.25,0.41,0.0,0.11,0.69
avifile.csv,0.14,0.63,0.11,0.06,0.83,0.3,0.69,0.71,0.38,0.23,0.87,0.6,0.26,0.47
delphilhlplib.csv,0.35,0.42,0.15,0.16,0.33,0.42,0.45,0.14,0.54,0.38,0.15,0.0,0.0,0.31
fluidium.csv,0.0,0.23,0.0,0.38,0.0,0.21,0.38,0.0,0.03,0.04,0.04,0.2,0.79,0.03
gnome-jabber.csv,0.48,0.71,0.59,0.29,0.56,0.32,0.45,0.37,0.65,0.36,0.48,0.2,0.79,0.5
ipfilter.csv,0.68,0.87,1.0,0.88,1.0,0.32,0.76,0.94,0.82,0.36,0.96,1.0,0.11,0.69
jparsec.csv,0.58,1.0,0.63,0.99,1.0,0.6,0.9,0.8,0.86,0.29,0.89,1.0,0.84,0.75
loki-lib.csv,0.37,0.79,0.56,0.78,0.22,0.19,0.31,0.11,0.51,0.46,0.22,0.4,0.53,0.16
mumble.csv,0.02,0.94,0.37,0.79,0.89,0.66,0.0,0.4,0.23,0.55,0.13,1.0,0.68,0.0
opengs.csv,0.38,0.69,0.33,0.34,0.78,0.3,0.38,0.43,0.35,0.88,0.15,0.0,0.63,0.25
owfs.csv,0.55,0.33,0.74,0.09,0.28,0.9,0.48,0.51,0.45,0.86,0.67,0.4,0.63,0.56
rectracker.csv,0.91,0.87,0.15,0.91,1.0,1.0,0.79,0.66,0.65,1.0,0.93,1.0,0.95,0.97
rockbox.csv,0.38,0.02,0.44,0.0,0.06,0.45,0.1,0.26,0.25,0.38,0.13,0.2,0.11,0.31
zealos.csv,0.09,0.31,0.07,0.26,0.44,0.18,0.17,0.11,0.28,0.26,0.09,0.0,0.0,0.0
