,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,1.01,1.0,0.7,0.64,0.84,0.6,0.65,0.45,0.55,0.88,0.54,1.0,0.92,0.71
avifile.csv,0.14,0.69,0.67,0.94,0.89,0.89,0.79,0.92,0.96,0.68,0.89,0.74,0.51,1.01
delphilhlplib.csv,0.87,0.69,0.71,0.53,0.37,0.75,0.73,0.93,0.57,0.69,0.67,1.0,0.89,0.57
fluidium.csv,1.0,0.76,0.88,0.86,1.0,0.65,0.54,1.0,1.0,0.96,1.0,0.83,1.05,1.0
gnome-jabber.csv,0.93,0.76,0.67,0.67,0.74,0.58,0.76,0.62,0.7,0.57,0.66,0.44,0.84,0.54
ipfilter.csv,0.71,0.87,1.0,0.89,1.0,0.91,0.83,0.96,0.93,0.66,0.96,1.0,0.12,0.78
jparsec.csv,0.62,1.0,0.68,0.99,1.0,0.67,0.93,0.82,0.87,0.41,0.9,1.0,0.84,0.75
loki-lib.csv,0.7,0.83,0.58,0.78,0.33,0.73,0.69,0.67,0.52,0.78,0.47,0.57,0.74,0.5
mumble.csv,1.0,0.95,0.55,0.79,0.89,0.75,1.0,0.66,0.26,0.62,0.74,1.0,0.77,1.0
opengs.csv,0.71,0.78,0.5,0.63,0.88,0.36,0.65,0.72,0.48,0.89,0.81,0.7,0.79,0.58
owfs.csv,0.82,0.72,0.76,0.71,0.61,0.9,0.59,0.6,0.6,0.86,0.68,0.66,0.71,0.57
rectracker.csv,0.93,0.87,0.21,0.91,1.0,1.0,0.79,0.68,0.67,1.0,0.94,1.0,0.98,0.97
rockbox.csv,0.89,0.82,0.77,0.97,0.91,0.85,0.86,0.73,0.58,0.84,0.67,0.74,0.83,0.35
zealos.csv,0.81,0.96,0.84,0.35,0.65,0.98,0.92,0.98,0.92,0.8,0.76,0.97,0.89,0.95
