,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.92,0.94,0.64,0.85,1.0,0.91,0.71
ifmo-game-1.csv,0.94,0.78,0.91,0.26,1.0,0.81,0.89
knowledge.csv,0.15,0.73,0.83,0.82,0.65,0.78,0.72
pentahoanalysistool.csv,0.71,0.37,0.88,0.9,0.7,0.98,0.84
projecteqemu.csv,0.46,0.65,0.94,0.52,1.0,0.45,0.35
sumatrapdf.csv,0.8,0.85,0.87,0.86,0.98,0.4,0.87
voms.csv,0.27,0.62,0.93,0.57,0.19,0.32,0.46
