,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.8,0.41,0.53,0.81,0.83,0.84,0.64
ifmo-game-1.csv,0.0,0.1,0.07,0.22,0.06,0.53,0.0
knowledge.csv,0.0,0.68,0.82,0.81,0.64,0.78,0.71
pentahoanalysistool.csv,0.0,0.32,0.13,0.26,0.55,0.84,0.31
projecteqemu.csv,0.4,0.44,0.07,0.3,0.08,0.16,0.29
sumatrapdf.csv,0.8,0.85,0.87,0.84,0.8,0.18,0.87
voms.csv,0.2,0.59,0.18,0.38,0.15,0.15,0.4
