,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,1.0,95.0,104.0,82.0,2.0,1.0,0.0,6.0,0.0,5.0,0.0
etherboot.csv,8.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0
ffigo.csv,12.0,3.0,11.0,7.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0
gebr.csv,23.0,2.0,16.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
gpac.csv,71.0,1.0,8.0,2.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0
libtorrent.csv,7.0,4.0,13.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0
miranda.csv,1.0,7.0,6.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0
modellus.csv,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0
mplayer-ce.csv,6.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
nicepress.csv,71.0,10.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,4.0
vapor.csv,71.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0
