,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.83,0.5,0.0,0.5,0.75,0.88,0.75,0.89,0.5,0.94,0.0
etherboot.csv,0.51,0.49,0.55,0.82,0.91,0.53,0.51,0.45,0.55,0.45,0.5
ffigo.csv,0.45,0.71,0.51,0.65,0.42,0.48,0.48,0.46,0.47,0.37,0.47
gebr.csv,0.5,0.46,0.44,0.49,0.42,0.44,0.36,0.36,0.39,0.36,0.35
gpac.csv,0.64,0.69,0.53,0.64,0.48,0.96,0.63,0.49,0.51,0.69,0.54
libtorrent.csv,0.49,0.44,0.49,0.44,0.33,0.43,0.38,0.38,0.39,0.38,0.33
miranda.csv,0.75,0.49,0.52,0.42,0.48,0.52,0.43,0.78,0.6,0.49,0.4
modellus.csv,0.39,0.77,0.79,0.54,0.71,0.62,0.68,0.48,0.67,0.71,0.43
mplayer-ce.csv,0.62,0.57,0.68,0.57,0.42,0.59,0.66,0.57,0.56,0.59,0.45
nicepress.csv,0.86,0.61,0.59,0.87,0.94,0.74,0.64,0.74,0.96,0.47,0.8
vapor.csv,0.0,0.83,0.91,0.83,0.94,0.86,0.95,0.88,0.88,0.87,0.68
