,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.01,1.0,1.0,1.0,0.98,0.95,0.96,0.97,0.97,0.98,1.0
etherboot.csv,0.97,0.71,0.74,0.0,0.84,0.94,0.81,0.66,0.77,0.77,0.65
ffigo.csv,0.66,0.72,0.75,0.69,0.76,0.5,0.59,0.52,0.03,0.99,0.7
gebr.csv,0.74,0.84,0.77,0.64,0.6,0.11,0.78,0.64,0.71,0.83,0.72
gpac.csv,1.02,0.82,0.67,0.65,0.03,0.81,0.75,0.7,0.7,0.74,0.72
libtorrent.csv,0.94,0.88,0.74,0.8,0.96,0.46,0.01,0.72,0.74,0.96,0.85
miranda.csv,0.62,0.7,0.64,0.77,0.77,0.57,0.53,0.71,0.66,0.64,0.01
modellus.csv,0.68,0.67,0.66,0.72,0.73,0.71,0.74,0.02,0.68,0.72,0.58
mplayer-ce.csv,0.56,0.6,0.62,0.63,0.72,0.7,0.78,0.66,0.67,0.03,0.61
nicepress.csv,1.01,0.72,0.01,0.89,0.88,0.72,0.69,0.83,0.85,0.78,0.74
vapor.csv,1.0,0.04,0.84,0.82,0.78,0.81,0.8,0.99,0.73,0.78,0.72
