,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.17,0.0,0.0,0.12,0.0,0.11
jruby.csv,0.33,0.07,0.3,0.44,0.62,0.05
pdfedit.csv,0.25,0.41,0.7,0.0,0.25,0.42
rectracker.csv,0.67,0.83,0.0,0.84,0.5,0.53
wxlua.csv,0.92,0.93,0.96,0.81,0.0,0.95
x4x.csv,0.0,0.89,0.85,0.7,0.88,0.74
