,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.8,0.08,0.95,0.87,0.88,0.91
jruby.csv,0.51,0.88,0.49,0.55,0.99,0.05
pdfedit.csv,0.54,0.57,0.85,0.02,0.87,0.74
rectracker.csv,0.69,0.83,0.02,0.85,0.52,0.73
wxlua.csv,0.92,0.93,0.96,0.82,0.0,0.95
x4x.csv,0.02,0.91,0.89,0.7,0.88,0.79
