,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.62,0.96,0.35,0.4,0.6,0.51,0.58,0.32,0.42,0.75,0.61,0.29,0.52
bibletime.csv,0.77,0.73,0.71,0.71,0.55,0.81,0.73,0.58,0.48,0.72,0.89,0.54,1.0
boost.csv,0.85,0.66,0.56,0.69,0.6,0.81,0.57,0.95,0.54,0.75,0.69,0.33,0.79
codepurge.csv,0.54,0.37,0.22,0.5,0.35,0.43,0.06,0.24,0.34,0.5,0.53,0.88,0.24
etics.csv,1.0,0.77,0.81,0.79,0.85,0.74,0.38,0.81,0.88,0.83,0.69,0.75,0.86
gusanos.csv,0.62,0.51,0.69,0.79,0.75,0.43,0.7,0.55,0.99,0.36,0.72,0.75,0.64
kvs.csv,0.62,0.15,0.08,0.45,0.9,0.17,0.41,0.21,0.4,0.47,0.17,0.12,0.15
mcore3d.csv,0.46,0.47,1.0,0.64,0.55,0.6,0.55,0.52,0.58,0.39,0.58,0.75,0.45
modellus.csv,0.54,0.3,0.37,0.88,0.35,0.66,0.99,0.42,0.54,0.47,0.61,0.54,0.32
monetdb.csv,0.38,0.53,0.42,0.76,0.35,0.98,0.55,0.38,0.58,0.75,0.42,0.38,0.36
projecteqemu.csv,0.38,0.33,0.29,0.45,0.05,0.34,0.47,0.37,0.33,1.0,0.56,0.17,0.41
pydev.csv,0.69,0.09,0.45,0.81,0.35,0.28,0.41,0.45,0.57,0.22,0.94,0.0,0.17
xbplayer.csv,0.23,0.29,0.2,0.98,0.05,0.28,0.37,0.11,0.33,0.42,0.31,0.46,0.27
