,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.62,0.95,0.08,0.15,0.38,0.56,0.5
libtorrent.csv,0.68,0.45,0.1,0.41,0.83,0.99,0.64
mcmc-jags.csv,0.64,0.45,0.12,1.0,0.66,0.74,0.69
olap-navigator.csv,1.0,0.43,0.11,0.5,0.74,0.63,0.55
pidgin.csv,0.54,0.54,0.14,0.32,0.99,0.71,0.65
sepgsql.csv,0.24,0.08,0.96,0.0,0.09,0.02,0.0
xstore.csv,0.72,0.43,0.16,0.55,0.64,0.56,0.95
