,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.44,0.03,0.33,0.21,0.16,0.28,0.34
libtorrent.csv,0.67,0.63,0.78,0.74,0.75,0.0,0.68
mcmc-jags.csv,0.48,0.77,0.41,0.0,0.47,0.39,0.46
olap-navigator.csv,0.0,0.5,0.77,0.14,0.23,0.06,0.49
pidgin.csv,0.33,0.63,0.56,0.26,0.0,0.44,0.68
sepgsql.csv,0.15,0.07,0.0,0.02,0.05,0.06,0.0
xstore.csv,0.37,0.47,0.13,0.02,0.27,0.28,0.0
