,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,84.0,0.0,0.0,1.0,367.0,124.0,0.0,1.0,76.0
coot.csv,0.0,4.0,0.0,64.0,17.0,3.0,10.0,1.0,322.0,0.0
haggle.csv,0.0,0.0,0.0,64.0,6.0,0.0,2.0,0.0,17.0,6.0
ibatisdb.csv,1.0,0.0,1.0,64.0,0.0,0.0,124.0,1.0,2.0,1.0
jas.csv,7.0,4.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0
ngl.csv,0.0,2.0,0.0,10.0,43.0,2.0,32.0,1.0,6.0,1.0
pustefix.csv,0.0,1.0,0.0,25.0,25.0,1.0,10.0,0.0,1.0,1.0
scenemonitor.csv,0.0,6.0,2.0,2.0,6.0,0.0,8.0,0.0,26.0,3.0
wsmt.csv,8.0,0.0,0.0,1.0,31.0,0.0,44.0,0.0,4.0,2.0
