,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,1.0,0.0,1.0,0.5,0.33,0.0,0.0,0.57,0.44,0.0
coot.csv,0.38,0.21,0.67,0.0,0.22,0.68,0.03,0.54,0.0,0.75
haggle.csv,0.67,0.35,0.72,0.0,0.24,0.5,0.03,0.69,0.19,0.57
ibatisdb.csv,0.67,0.29,0.68,0.0,0.62,0.68,0.0,0.39,0.32,0.61
jas.csv,0.31,0.38,0.74,0.12,0.08,0.61,0.28,0.63,0.26,0.41
mesa3d.csv,0.67,0.41,0.73,0.1,0.31,0.62,0.07,0.25,0.32,0.53
ngl.csv,0.43,0.3,0.66,0.1,0.16,0.73,0.09,0.56,0.34,0.58
pustefix.csv,0.4,0.48,0.67,0.06,0.13,0.6,0.07,0.44,0.24,0.35
scenemonitor.csv,0.68,0.25,0.73,0.25,0.26,0.66,0.09,0.45,0.26,0.48
wsmt.csv,0.44,0.33,0.53,0.5,0.06,0.72,0.05,0.85,0.17,0.6
