,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.0,0.0,0.0,0.0,10.0,0.0,8.0,1.0,95.0,0.0,3.0,23.0,1.0
bibletime.csv,11.0,0.0,5.0,15.0,24.0,1.0,2.0,1.0,5.0,0.0,1.0,16.0,0.0
boost.csv,0.0,1.0,0.0,10.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,9.0,0.0
codepurge.csv,8.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0,1.0,2.0,5.0,0.0,0.0
etics.csv,0.0,2.0,3.0,5.0,6.0,5.0,9.0,0.0,1.0,0.0,7.0,3.0,0.0
gusanos.csv,10.0,0.0,1.0,0.0,8.0,0.0,1.0,15.0,0.0,2.0,0.0,20.0,0.0
kvs.csv,1.0,6.0,0.0,14.0,0.0,4.0,0.0,23.0,3.0,2.0,0.0,168.0,0.0
mcore3d.csv,5.0,4.0,0.0,4.0,17.0,3.0,2.0,0.0,4.0,1.0,1.0,33.0,0.0
modellus.csv,2.0,0.0,2.0,7.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,20.0,0.0
monetdb.csv,5.0,0.0,1.0,6.0,2.0,0.0,0.0,12.0,3.0,0.0,3.0,9.0,0.0
projecteqemu.csv,0.0,5.0,1.0,7.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,7.0,1.0
pydev.csv,2.0,0.0,2.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
xbplayer.csv,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0
