,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.77,0.97,0.4,0.1,0.55,0.68,0.19,0.55,0.0,0.81,0.64,0.29,0.68
bibletime.csv,0.69,0.78,0.74,0.79,0.5,0.83,0.79,0.89,0.73,0.94,0.86,0.5,0.95
boost.csv,0.77,0.35,0.49,0.52,0.5,0.55,0.55,0.95,0.43,0.72,0.58,0.38,0.64
codepurge.csv,0.54,0.39,0.16,0.6,0.35,0.64,0.05,0.13,0.31,0.58,0.44,0.96,0.26
etics.csv,0.92,0.37,0.32,0.45,0.3,0.36,0.58,0.11,0.39,0.58,0.39,0.33,0.48
gusanos.csv,0.54,0.68,0.66,0.88,0.6,0.68,0.65,0.41,1.0,0.53,0.72,0.79,0.7
kvs.csv,0.38,0.22,0.2,0.81,0.95,0.26,0.4,0.13,0.85,0.39,0.28,0.0,0.09
mcore3d.csv,0.46,0.51,0.98,0.64,0.5,0.38,0.47,0.57,0.6,0.33,0.56,0.62,0.58
modellus.csv,0.54,0.28,0.5,0.45,0.15,0.38,0.98,0.79,0.4,0.56,0.47,0.5,0.56
monetdb.csv,0.23,0.38,0.28,0.24,0.15,0.91,0.31,0.16,0.24,0.39,0.5,0.17,0.08
projecteqemu.csv,0.31,0.3,0.34,0.38,0.1,0.4,0.33,0.19,0.33,0.94,0.11,0.17,0.35
pydev.csv,0.38,0.38,0.26,0.43,0.15,0.38,0.33,0.19,0.31,0.61,0.92,0.29,0.18
xbplayer.csv,0.08,0.2,0.18,0.93,0.05,0.19,0.31,0.25,0.28,0.39,0.28,0.25,0.12
