,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.43,0.55,0.68,0.83,0.41,0.43,0.97,0.51,0.0,0.36,0.42,0.79,0.41
bibletime.csv,0.41,0.42,0.42,0.42,0.4,0.39,0.43,0.48,0.38,0.37,0.36,0.52,0.4
boost.csv,0.6,0.62,0.62,0.59,0.49,0.56,0.55,0.69,0.57,0.46,0.6,0.72,0.45
codepurge.csv,0.67,0.57,0.96,0.49,0.82,0.41,0.8,0.97,0.56,0.41,0.54,0.96,0.76
etics.csv,0.67,0.71,0.66,0.63,0.93,0.66,0.54,0.97,0.54,0.48,0.61,0.96,0.51
gusanos.csv,0.48,0.44,0.39,0.43,0.45,0.36,0.39,0.54,0.41,0.49,0.32,0.5,0.35
kvs.csv,0.88,0.75,0.97,0.46,0.84,0.95,0.65,0.93,0.46,0.6,0.94,0.0,0.86
mcore3d.csv,0.67,0.5,0.45,0.45,0.48,0.5,0.5,0.53,0.49,0.6,0.44,0.52,0.4
modellus.csv,0.67,0.76,0.6,0.6,0.9,0.78,0.47,0.57,0.52,0.57,0.53,0.58,0.54
monetdb.csv,0.88,0.77,0.76,0.85,0.88,0.61,0.75,0.84,0.89,0.7,0.61,0.94,0.8
projecteqemu.csv,0.86,0.68,0.69,0.88,0.92,0.58,0.79,0.98,0.57,0.57,0.94,0.95,0.64
pydev.csv,0.75,0.65,0.89,0.66,0.96,0.74,0.68,0.98,0.77,0.47,0.6,0.88,0.93
xbplayer.csv,0.5,0.87,0.88,0.64,0.67,0.92,0.7,0.64,0.55,0.57,0.73,0.81,0.9
