,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.84,0.03,0.68,0.91,0.69,0.66,0.83,0.61,1.0,0.67,0.65,0.76,0.43
bibletime.csv,0.67,0.58,0.72,0.67,0.83,0.65,0.55,0.71,0.55,0.8,0.85,0.81,0.05
boost.csv,0.53,0.7,0.64,0.64,0.6,0.5,0.49,0.05,0.63,0.74,0.52,0.66,0.51
codepurge.csv,0.53,0.63,0.85,0.52,0.66,0.5,0.95,0.87,0.7,0.55,0.62,0.04,0.74
etics.csv,0.08,0.64,0.7,0.6,0.71,0.67,0.54,0.89,0.69,0.45,0.67,0.68,0.63
gusanos.csv,0.73,0.52,0.58,0.66,0.65,0.56,0.54,0.73,0.03,0.59,0.63,0.56,0.65
kvs.csv,0.62,0.82,0.82,0.91,0.05,0.75,0.63,0.9,0.98,0.66,0.73,1.0,0.91
mcore3d.csv,0.61,0.71,0.04,0.51,0.87,0.8,0.71,0.67,0.6,0.73,0.77,0.74,0.51
modellus.csv,0.5,0.73,0.59,0.61,0.85,0.63,0.03,0.64,0.6,0.5,0.62,0.65,0.52
monetdb.csv,0.78,0.64,0.77,0.83,0.87,0.09,0.78,0.87,0.85,0.64,0.58,0.86,0.92
projecteqemu.csv,0.7,0.72,0.68,0.65,0.91,0.63,0.69,0.81,0.7,0.06,0.91,0.84,0.67
pydev.csv,0.62,0.68,0.74,0.65,0.89,0.64,0.69,0.81,0.71,0.47,0.09,0.72,0.83
xbplayer.csv,0.92,0.8,0.82,0.07,0.95,0.81,0.7,0.77,0.72,0.63,0.74,0.76,0.89
