,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foursquared.csv,0.14,0.11,0.33,0.88,0.15,0.0,0.04
ifmo-game-1.csv,0.86,0.0,0.0,0.04,0.08,0.0,0.0
jmule.csv,0.71,0.56,1.0,0.92,0.85,1.0,1.0
micomt.csv,0.14,0.22,0.33,0.58,0.92,0.0,0.04
voms.csv,0.29,1.0,0.0,0.04,0.15,0.0,0.0
