,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foursquared.csv,0.13,0.06,0.07,0.02,0.07,0.21,0.0
ifmo-game-1.csv,0.0,0.0,0.0,0.13,0.03,0.0,0.03
jmule.csv,0.56,0.26,0.4,0.63,0.42,0.56,0.0
micomt.csv,0.22,0.32,0.13,0.54,0.0,0.46,0.07
voms.csv,0.14,0.0,0.0,0.0,0.12,0.03,0.03
