,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foursquared.csv,0.09,0.2,0.17,0.95,0.33,0.0,1.0
ifmo-game-1.csv,1.0,0.0,0.0,0.14,0.33,0.0,0.0
jmule.csv,0.1,0.23,0.1,0.43,0.31,0.02,1.0
micomt.csv,0.06,0.09,0.1,0.36,1.0,0.0,0.33
voms.csv,0.15,1.0,0.0,1.0,0.22,0.0,0.0
