,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,536.0,95.5,485.5,187.0,94.5,3589.5,97.5,92.5,99.0,1886.5,191.0,99.0
jaolt.csv,713.0,97.5,485.5,187.0,97.5,444.0,98.5,142.0,97.5,280.5,92.5,97.5
jcl.csv,756.0,97.5,85.5,187.0,96.5,2769.0,97.5,1061.5,99.0,99.0,92.5,99.0
kmess.csv,796.5,97.5,485.5,187.0,97.5,56.5,98.5,189.0,198.0,283.5,191.0,99.0
ossbuild.csv,357.0,92.5,388.0,187.0,97.5,1054.0,95.5,179.0,99.0,99.0,289.5,99.0
qgo.csv,1176.5,97.5,95.5,187.0,97.5,3901.5,98.5,1061.5,198.0,476.5,289.5,99.0
quark.csv,70.5,92.5,194.0,187.0,97.5,0.0,92.5,215.5,198.0,273.0,289.5,91.5
rezilla.csv,731.0,97.5,91.5,187.0,97.5,2678.5,98.5,963.0,198.0,99.0,191.0,98.5
rhex.csv,713.0,97.5,189.0,119.0,97.5,260.0,97.5,276.5,198.0,280.5,88.5,97.5
toped.csv,266.5,95.5,387.0,91.5,97.5,4539.0,97.5,671.5,198.0,99.0,289.5,99.0
truevision.csv,806.5,97.5,389.0,187.0,97.5,0.0,98.5,92.5,198.0,99.0,92.5,99.0
wxstudio.csv,564.0,97.5,383.0,187.0,96.5,1489.0,98.5,772.0,70.0,187.0,196.5,97.5
