,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.85,0.89,0.33,0.5,1.0,0.82,0.57,0.26,0.01,0.6,0.21,0.71,0.59,0.84,0.61,0.88
amygdala.csv,0.78,1.0,0.21,0.66,0.9,0.83,0.55,0.18,0.0,0.23,0.15,0.69,0.32,0.69,0.62,0.48
awemud.csv,0.8,0.76,0.19,0.24,0.88,0.88,0.41,0.18,0.0,0.0,0.18,0.62,0.41,0.65,0.6,0.72
bullet.csv,0.77,0.65,0.17,0.49,0.86,0.9,0.41,0.14,0.02,0.0,0.11,0.56,0.3,0.26,0.62,0.64
customwars.csv,0.86,0.87,0.16,1.0,0.94,0.8,0.56,0.14,0.01,0.0,0.22,0.65,0.61,0.74,0.59,0.88
dvd-create.csv,0.77,0.69,0.24,0.17,0.97,0.87,0.36,0.21,0.0,0.0,0.16,0.67,0.21,0.61,0.7,0.64
gbif-indexingtoolkit.csv,0.82,0.89,0.22,0.85,0.0,0.73,0.37,0.32,0.0,0.0,0.18,0.63,0.76,0.57,0.6,0.82
go.csv,0.74,0.84,0.33,0.23,0.89,0.8,0.47,0.19,0.0,0.0,0.18,0.69,0.36,0.68,0.66,0.68
gss.csv,0.76,0.64,0.26,0.7,0.92,0.78,0.43,0.17,0.0,0.0,0.14,0.59,0.37,0.6,0.6,0.85
kwave.csv,0.78,0.64,0.41,0.25,0.8,0.79,0.37,0.17,0.0,0.37,0.15,0.49,0.29,0.63,0.65,0.69
lsb.csv,0.82,0.61,0.16,0.7,0.81,0.84,0.43,0.23,0.01,0.0,0.16,0.51,0.71,0.68,0.58,0.61
mpgravity.csv,0.75,0.77,0.17,0.22,0.81,0.76,0.35,0.19,0.0,0.52,0.15,0.55,0.0,0.65,0.63,0.59
qcad2.csv,0.82,0.81,0.3,0.35,0.93,0.82,0.54,0.19,0.01,0.44,0.17,0.54,0.51,0.62,0.62,0.63
qtwin.csv,0.75,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.29,0.14,0.75,0.36,0.75,0.65,0.83
roller.csv,0.79,0.81,0.21,0.15,0.83,0.76,0.37,0.19,0.0,0.36,0.18,0.54,0.3,0.79,0.62,0.57
xinity.csv,0.55,0.6,0.33,0.13,0.77,0.67,0.27,0.17,0.0,0.23,0.33,0.45,0.18,0.62,0.74,0.55
