,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.1,0.65,0.4,0.31,0.59,0.56,0.31,0.11,0.42,0.34,0.5
gamestone.csv,0.21,0.55,0.19,0.39,0.19,0.07,0.0,0.16,0.03,0.24,0.07,0.18
gbif-providertoolkit.csv,0.62,0.04,0.39,0.39,0.49,0.83,0.48,0.37,0.13,0.49,0.3,0.7
heekscad.csv,0.78,0.27,0.64,0.44,0.36,0.64,0.5,0.31,0.12,0.48,0.44,0.81
igarden.csv,0.79,0.21,0.64,0.52,0.33,0.8,0.53,0.29,0.1,0.52,0.41,0.85
levent.csv,0.69,0.18,0.0,0.0,0.33,0.72,0.51,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.35,0.0,0.35,0.0,0.13,0.18,0.0,0.29,0.25,0.03,0.0,0.15
openmsx.csv,0.73,0.28,0.37,0.46,0.35,0.58,0.14,0.29,0.0,0.56,0.39,0.36
owlapi.csv,0.64,0.0,0.52,0.23,0.3,0.72,0.49,0.46,0.13,0.51,0.43,0.84
pnotepad.csv,0.73,0.34,0.63,0.47,0.28,0.72,0.5,0.23,0.08,0.43,0.33,0.95
quark.csv,0.67,0.25,0.6,0.1,0.36,0.19,0.2,0.42,0.14,0.29,0.65,0.49
xcsoar.csv,0.74,0.32,0.68,0.48,0.36,0.71,0.5,0.33,0.1,0.44,0.33,0.43
