,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.11,0.85,0.92,0.75,0.28,0.36,0.24,0.46,0.75,0.66,0.73,0.0,0.86,0.52,0.73,0.61,0.88,0.54,0.0
fityk.csv,1.0,0.95,0.9,1.0,0.73,0.98,0.76,0.76,0.69,0.91,0.45,1.0,0.69,0.9,0.73,0.75,0.31,0.71,1.0
ivataopenportal.csv,0.89,0.81,0.86,0.88,0.89,0.71,0.88,0.81,0.88,0.8,1.0,0.0,1.0,0.78,1.0,0.7,0.88,0.94,1.0
lcfizvtop.csv,0.79,0.32,0.3,0.69,0.39,0.32,0.45,0.58,0.62,0.54,0.82,0.0,0.69,0.4,0.73,0.59,0.52,0.86,1.0
lite.csv,0.0,0.08,0.28,0.06,0.12,0.26,0.02,0.26,0.25,0.26,0.18,0.0,0.0,0.28,0.73,0.11,0.02,0.14,0.0
onotoa.csv,0.47,0.75,0.69,0.31,0.76,0.86,0.33,0.7,0.69,0.6,0.36,1.0,1.0,0.75,0.67,0.68,0.48,0.89,1.0
openwbem.csv,0.95,0.55,0.57,0.5,0.7,0.72,0.29,0.68,0.31,0.24,0.09,1.0,0.51,0.55,0.33,0.45,0.06,0.63,1.0
orc.csv,0.05,0.5,0.44,0.94,0.08,0.5,0.71,0.38,0.38,0.26,0.73,0.0,0.0,0.62,0.8,0.32,0.17,0.23,0.0
plato.csv,1.0,1.0,0.99,0.75,0.89,0.91,0.86,0.97,1.0,0.91,1.0,1.0,1.0,0.95,0.93,1.0,0.98,1.0,1.0
rodin-b-sharp.csv,0.53,0.05,0.62,0.5,0.16,0.17,0.45,0.31,0.25,0.83,0.18,0.0,0.0,0.38,0.0,0.05,0.5,0.29,0.0
ta3d.csv,0.84,0.14,0.06,0.12,0.29,0.14,0.14,0.2,0.06,0.09,0.09,0.0,0.06,0.2,0.13,0.05,0.11,0.6,1.0
tycho.csv,0.21,0.36,0.52,0.31,0.27,0.55,0.21,0.47,0.06,0.22,0.18,1.0,0.71,0.45,0.27,0.27,0.03,0.46,1.0
umber.csv,0.95,0.91,0.94,0.88,0.69,0.4,0.95,0.54,0.94,0.97,0.82,1.0,0.23,0.78,0.53,0.84,1.0,0.69,0.0
vienna-add-in.csv,0.79,0.67,0.59,0.44,0.77,0.61,0.6,0.76,0.38,0.37,0.0,1.0,0.77,0.68,0.67,0.64,0.39,0.66,0.0
wpdev.csv,1.0,1.0,0.99,1.0,0.94,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.97,1.0
xcmetadataservicestoolkit.csv,0.89,0.33,0.7,0.19,0.57,0.8,0.26,0.58,0.19,0.64,0.09,1.0,0.17,0.8,0.27,0.39,0.34,1.0,1.0
yarp0.csv,0.53,0.61,0.56,0.62,0.25,0.34,0.74,0.35,0.62,0.81,0.82,0.0,0.11,0.55,0.53,0.48,0.73,0.66,0.0
