,recall,precision,pf,pci_20,ifa,wins
codesmith.csv,0.61,0.52,0.56,0.48,0.0,13
fityk.csv,0.76,0.48,0.68,0.39,1.0,0
ivataopenportal.csv,0.88,0.56,0.84,0.39,0.0,12
lcfizvtop.csv,0.58,0.59,0.51,0.38,0.0,16
lite.csv,0.12,0.45,0.18,0.7,1.0,3
onotoa.csv,0.69,0.5,0.77,0.49,0.0,10
openwbem.csv,0.55,0.48,0.34,0.53,0.0,15
orc.csv,0.38,0.48,0.24,0.58,1.0,4
plato.csv,0.99,0.5,1.0,0.39,0.0,7
rodin-b-sharp.csv,0.25,0.58,0.18,0.72,1.0,11
ta3d.csv,0.13,0.46,0.14,0.8,1.0,6
tycho.csv,0.31,0.4,0.25,0.8,1.0,5
umber.csv,0.84,0.54,0.78,0.44,0.0,14
vienna-add-in.csv,0.64,0.45,0.57,0.58,1.0,1
wpdev.csv,1.0,0.51,0.99,0.39,0.0,9
xcmetadataservicestoolkit.csv,0.57,0.55,0.34,0.6,1.0,8
yarp0.csv,0.55,0.49,0.47,0.49,1.0,2
