,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.91,0.87,1.0,0.84,0.73,0.69,0.77,0.78,0.7,0.8,0.55,1.07,1.01,0.82,0.45,0.82,0.29,0.72,1.1
fityk.csv,0.91,0.91,0.1,0.68,0.94,0.98,0.79,0.67,0.7,0.72,0.69,0.68,0.68,0.87,0.73,0.4,0.94,0.58,0.99
ivataopenportal.csv,0.79,0.69,0.52,0.96,0.86,0.43,0.88,0.96,0.85,0.87,0.77,1.15,1.0,0.83,0.93,0.87,0.54,1.0,0.97
lcfizvtop.csv,0.34,0.73,0.7,0.79,0.8,0.71,0.83,0.75,0.76,0.63,0.28,1.17,0.59,0.63,0.71,0.91,0.62,0.58,0.83
lite.csv,1.0,0.92,0.87,0.94,0.88,0.77,0.98,0.86,0.77,0.79,0.86,1.03,1.0,0.77,0.45,0.93,0.98,0.86,1.0
onotoa.csv,1.13,0.96,0.59,0.98,0.68,0.91,0.68,0.53,0.92,0.79,0.98,0.71,0.96,0.9,0.85,0.84,0.66,0.94,0.96
openwbem.csv,0.73,0.52,0.43,0.64,0.53,0.87,0.81,0.7,0.82,0.93,0.92,0.34,0.52,0.52,0.71,0.56,0.95,0.49,0.93
orc.csv,0.98,0.58,0.56,0.26,0.94,0.61,0.8,0.65,0.64,0.81,0.53,1.03,1.0,0.76,0.48,0.71,0.85,0.78,1.0
plato.csv,0.91,1.0,1.0,0.99,0.93,0.96,0.29,1.0,1.0,0.92,1.0,1.0,1.0,1.0,0.95,1.0,0.91,1.0,1.0
rodin-b-sharp.csv,0.47,0.95,1.07,0.51,0.85,0.84,0.74,0.78,0.77,0.23,0.88,1.17,1.0,0.66,1.0,0.95,0.84,0.87,1.02
ta3d.csv,0.2,0.87,0.94,0.88,0.78,0.87,0.94,0.81,0.99,0.92,0.91,1.0,0.94,0.8,0.88,0.96,0.93,0.51,0.42
tycho.csv,0.89,0.74,1.11,0.7,0.75,0.74,0.8,0.73,0.97,0.94,0.86,0.24,0.36,0.86,0.75,0.76,0.98,0.66,0.42
umber.csv,0.06,0.96,1.0,0.91,0.84,0.7,1.0,0.73,0.82,0.72,0.85,0.93,0.96,0.64,0.64,0.92,1.0,0.7,1.09
vienna-add-in.csv,0.57,0.83,1.08,1.02,0.52,0.87,0.74,0.61,0.78,0.87,1.1,0.47,0.62,0.47,0.78,0.85,0.81,0.88,1.03
wpdev.csv,0.98,0.99,0.01,0.99,0.98,1.0,1.0,0.88,1.0,1.0,1.0,0.8,0.96,1.0,0.98,1.0,0.9,1.0,1.0
xcmetadataservicestoolkit.csv,0.23,0.75,0.59,0.87,0.52,0.83,0.74,0.56,0.9,0.51,0.93,0.92,0.83,0.33,0.76,0.69,0.84,1.0,0.98
yarp0.csv,0.67,0.61,0.44,0.64,0.98,0.69,0.79,0.82,0.46,0.52,0.63,1.19,0.94,0.65,0.55,0.61,0.67,0.77,1.04
