,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.89,0.91,0.48,0.54,0.97,0.67,0.69
glelite.csv,0.4,0.42,0.35,0.32,0.46,0.44,0.51
moving-pictures.csv,0.46,0.37,0.35,0.43,0.95,0.93,0.45
plearn.csv,0.53,0.54,0.93,0.55,0.97,0.51,0.63
re2c.csv,0.79,0.86,0.95,0.46,0.88,0.59,0.69
rebecca-aiml.csv,0.46,0.41,0.37,0.29,0.39,0.61,0.42
xfce.csv,0.49,0.36,0.36,0.32,0.39,0.48,0.48
