,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.44,0.65,0.42,0.66,0.48
n2cms.csv,0.7,0.64,0.48,0.59,0.58
nassp.csv,0.33,0.25,0.33,0.81,0.23
nug.csv,0.3,0.33,0.89,0.59,0.52
oorexx.csv,0.05,0.68,0.42,0.78,0.61
