,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.43,0.44,0.38,0.43,0.54
n2cms.csv,0.65,0.4,0.38,0.38,0.74
nassp.csv,0.34,0.23,0.3,0.57,0.31
nug.csv,0.58,0.23,0.74,0.34,0.71
oorexx.csv,0.07,0.41,0.33,0.47,0.65
