,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,1.0,4.0,1.0,34.0,1.0,1.0,0.0,3.0,14.0,0.0,7.0,9.0
miranda-icq.csv,3.0,0.0,1.0,42.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0
pclasses.csv,2.0,4.0,69.0,52.0,2.0,63.0,0.0,0.0,201.0,0.0,4.0,9.0
pfaedit.csv,66.0,0.0,69.0,15.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0
rockbox.csv,4.0,3.0,69.0,18.0,2.0,0.0,1.0,2.0,7.0,0.0,3.0,1.0
theresa.csv,13.0,2.0,1.0,11.0,0.0,63.0,0.0,22.0,12.0,0.0,2.0,0.0
thrust.csv,66.0,5.0,0.0,52.0,6.0,2.0,0.0,10.0,1.0,0.0,14.0,0.0
tktoolkit.csv,13.0,2.0,0.0,35.0,8.0,1.0,0.0,0.0,3.0,0.0,17.0,12.0
trinitycore.csv,2.0,4.0,0.0,26.0,5.0,0.0,2.0,0.0,1.0,0.0,5.0,2.0
tzod.csv,10.0,1.0,0.0,9.0,0.0,1.0,1.0,22.0,2.0,0.0,2.0,2.0
yaprm.csv,5.0,4.0,69.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
