,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.19,0.6,0.54,0.25,0.06,1.0,0.05,0.25,0.25,0.14,0.43,0.09,0.31,0.26
bdbbasic.csv,0.6,0.63,0.62,0.49,0.36,0.67,0.35,0.38,0.82,0.59,0.65,0.55,0.57,0.56
echongl.csv,0.53,0.48,0.51,0.46,0.53,0.39,0.35,0.47,0.43,0.99,0.67,0.55,0.49,0.25
etherboot.csv,0.42,0.31,0.0,0.3,0.96,0.25,0.28,0.27,0.46,0.33,0.39,0.56,0.47,0.09
ffigo.csv,0.54,0.46,0.45,0.44,0.6,0.51,0.46,0.48,0.49,0.61,0.63,0.99,0.58,0.62
freebios.csv,0.49,0.59,0.43,0.48,0.51,0.56,0.97,0.47,0.47,0.41,0.46,0.53,0.4,0.48
gebr.csv,0.55,0.48,0.54,0.71,0.63,0.33,0.38,0.99,0.69,0.3,0.51,0.71,0.6,0.53
gnukeda.csv,0.64,0.66,0.28,1.0,0.46,0.7,0.48,0.52,0.58,0.53,0.65,0.57,0.62,0.63
gstreamer.csv,0.59,0.67,0.55,0.5,0.55,0.55,0.46,0.55,0.58,0.56,0.57,0.62,0.98,0.74
jnode.csv,0.0,0.0,0.9,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metacosm.csv,0.51,0.5,0.35,0.42,0.31,0.63,0.15,0.17,0.42,0.4,0.45,0.43,0.25,0.94
openmeetings.csv,0.16,0.96,0.43,0.06,0.06,0.23,0.05,0.36,0.0,0.04,0.11,0.01,0.04,0.42
pgui.csv,0.42,0.41,0.29,0.3,0.36,0.34,0.12,0.45,0.58,0.28,0.93,0.21,0.29,0.3
wxcrp.csv,0.89,0.56,0.69,0.3,0.17,0.52,0.17,0.23,0.36,0.25,0.39,0.28,0.5,0.35
