,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.05,0.07,0.2,0.03,0.07,0.0,0.04,0.08,0.0,0.18,0.17,0.05,0.09,0.06
bdbbasic.csv,0.31,0.15,0.4,0.34,0.26,0.41,0.18,0.11,0.0,0.61,0.43,0.23,0.21,0.19
echongl.csv,0.69,0.31,0.78,0.75,0.8,0.84,0.29,0.66,0.86,0.0,0.49,0.77,0.63,0.52
etherboot.csv,0.43,0.29,0.08,0.22,0.0,0.32,0.06,0.47,0.29,0.08,0.18,0.34,0.26,0.06
ffigo.csv,0.33,0.11,0.52,0.38,0.33,0.48,0.16,0.13,0.39,0.47,0.39,0.05,0.37,0.23
freebios.csv,0.49,0.15,0.59,0.66,0.46,0.31,0.0,0.58,0.53,0.21,0.48,0.52,0.5,0.23
gebr.csv,0.77,0.82,0.71,0.59,0.64,0.91,0.84,0.03,0.55,0.92,0.82,0.5,0.69,0.81
gnukeda.csv,0.48,0.25,0.49,0.0,0.8,0.62,0.49,0.18,0.41,0.76,0.43,0.36,0.35,0.71
gstreamer.csv,0.56,0.21,0.49,0.19,0.43,0.7,0.37,0.26,0.55,0.66,0.45,0.32,0.01,0.39
jnode.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
metacosm.csv,0.33,0.08,0.21,0.22,0.18,0.32,0.04,0.0,0.02,0.58,0.16,0.07,0.08,0.0
openmeetings.csv,0.03,0.0,0.11,0.0,0.07,0.0,0.02,0.13,0.0,0.21,0.06,0.0,0.0,0.13
pgui.csv,0.43,0.12,0.19,0.28,0.26,0.25,0.08,0.58,0.12,0.26,0.0,0.2,0.34,0.13
wxcrp.csv,0.01,0.38,0.29,0.22,0.1,0.29,0.06,0.03,0.2,0.26,0.88,0.09,0.26,0.06
