,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.89,0.95,0.67,0.89,0.8,0.68,0.75,0.67,0.75,0.95,0.69,0.86,0.78,0.88
bdbbasic.csv,0.41,0.64,0.41,0.38,0.48,0.36,0.58,0.58,0.67,0.35,0.35,0.49,0.44,0.4
echongl.csv,0.49,0.67,0.47,0.49,0.49,0.61,0.7,0.64,0.46,0.36,0.57,0.41,0.5,0.91
etherboot.csv,0.68,0.71,0.97,0.82,0.86,0.82,0.93,0.98,0.68,0.9,0.89,0.5,0.61,0.75
ffigo.csv,0.59,0.96,0.48,0.61,0.61,0.39,0.68,0.55,0.57,0.41,0.53,0.45,0.55,0.43
freebios.csv,0.63,0.78,0.54,0.57,0.64,0.47,0.64,0.73,0.69,0.58,0.53,0.6,0.75,0.58
gebr.csv,0.44,0.38,0.38,0.43,0.45,0.48,0.39,0.47,0.43,0.3,0.39,0.4,0.4,0.39
gnukeda.csv,0.58,0.6,0.6,0.59,0.45,0.49,0.52,0.48,0.61,0.37,0.52,0.53,0.43,0.48
gstreamer.csv,0.47,0.62,0.46,0.54,0.53,0.44,0.55,0.49,0.49,0.39,0.48,0.45,0.45,0.39
jnode.csv,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metacosm.csv,0.53,0.95,0.71,0.59,0.76,0.33,0.88,0.93,0.88,0.47,0.62,0.62,0.92,0.52
openmeetings.csv,0.83,0.95,0.98,0.5,0.8,0.86,0.67,0.57,0.0,0.91,0.91,0.0,0.83,0.64
pgui.csv,0.73,0.96,0.93,0.84,0.91,0.48,0.89,0.82,0.75,0.79,0.74,0.96,0.97,0.91
wxcrp.csv,0.64,0.65,0.68,0.71,0.89,0.56,0.9,0.7,0.75,0.74,0.4,0.82,0.56,0.9
