,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.05,0.43,0.16,0.24,0.69,0.78,0.48,0.14,0.39,0.22,0.4,0.3,0.46,0.36,0.05,0.76
aztec.csv,0.32,0.46,0.08,0.31,0.1,0.27,0.42,0.3,0.18,0.35,0.42,0.41,0.17,0.25,0.28,0.49
bl-toolkit.csv,0.88,0.75,0.32,0.41,0.26,0.8,0.58,0.15,0.48,0.14,0.76,0.38,0.38,0.34,0.65,0.42
co-ode-owl-plugins.csv,0.0,0.49,0.3,0.25,0.67,0.81,0.58,0.27,0.5,0.18,0.53,0.36,0.53,0.4,0.26,0.79
gbif-indexingtoolkit.csv,0.67,0.16,0.34,0.52,0.15,0.64,0.53,0.25,0.52,0.14,0.66,0.39,0.48,0.3,0.35,0.43
gnukeda.csv,0.56,0.65,0.44,0.25,0.15,0.32,0.75,0.24,0.27,0.09,0.3,0.35,0.64,0.32,0.73,0.1
motu.csv,0.29,0.64,0.44,0.29,0.31,0.57,0.64,0.28,0.63,0.07,0.71,0.57,0.68,0.36,0.75,0.15
oscarmcmaster.csv,0.79,0.44,0.39,0.23,0.13,0.82,0.67,0.26,0.57,0.11,0.69,0.49,0.71,0.39,0.33,0.39
pamguard.csv,0.86,0.68,0.25,0.31,0.35,0.47,0.23,0.14,0.54,0.11,0.7,0.4,0.39,0.32,0.48,0.42
prelude.csv,0.91,0.39,0.52,0.27,0.2,0.7,0.65,0.25,0.64,0.12,0.77,0.35,0.8,0.35,0.76,0.4
qdvdauthor.csv,0.75,0.64,0.25,0.24,0.38,0.73,0.55,0.26,0.59,0.11,0.32,0.24,0.81,0.33,0.52,0.4
qlc.csv,0.65,0.34,0.4,0.26,0.13,0.53,0.49,0.33,0.54,0.04,0.46,0.38,0.68,0.37,0.22,0.0
scite-ru.csv,0.17,0.69,0.52,0.25,0.27,0.79,0.62,0.33,0.67,0.04,0.77,0.36,0.74,0.38,0.69,0.42
tencompetence.csv,0.72,0.21,0.09,0.2,0.12,0.19,0.35,0.16,0.45,0.02,0.47,0.32,0.2,0.16,0.82,0.04
trackit.csv,0.13,0.67,0.22,0.12,0.65,0.19,0.42,0.08,0.25,0.27,0.0,0.12,0.41,0.26,0.22,0.27
yaprm.csv,0.25,0.51,0.43,0.18,0.09,0.19,0.55,0.28,0.68,0.09,0.66,0.13,0.7,0.25,0.57,0.0
