,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.43,0.38,0.88,0.0,0.39,0.46,0.43,0.64,0.35,0.39,0.65,0.38,0.38,0.0,0.53,0.39,0.42,0.5,0.4,0.42
fbmanager.csv,0.43,0.5,0.0,0.0,0.76,0.0,0.67,0.45,0.65,0.4,0.88,0.36,0.48,0.0,0.39,0.56,0.41,0.75,0.86,0.41
fleet-simulator.csv,0.43,0.62,0.55,0.44,0.38,0.37,0.33,0.49,0.35,0.41,0.33,0.38,0.35,0.35,0.39,0.29,0.42,0.41,0.39,0.41
hannosset.csv,0.86,0.86,0.92,0.97,0.8,0.96,0.7,0.5,0.93,0.82,0.89,0.75,0.93,0.96,0.96,0.72,0.6,0.95,0.67,0.52
hydrate.csv,0.43,0.69,0.58,0.42,0.41,0.42,0.36,0.5,0.52,0.38,0.32,0.38,0.37,0.34,0.4,0.3,0.83,0.4,0.37,0.54
jgossipforum.csv,0.42,0.89,0.88,0.83,0.61,0.4,0.42,0.95,0.7,0.44,0.63,0.41,0.41,0.57,0.82,0.42,0.0,0.58,0.83,0.91
jruby.csv,0.89,0.52,0.95,0.99,0.94,0.88,0.39,0.96,0.42,0.77,0.36,0.94,0.0,0.77,0.86,0.37,0.5,0.55,0.44,0.52
madman.csv,0.69,0.74,0.54,0.59,0.97,0.93,0.62,0.82,0.63,0.57,0.89,0.92,0.68,0.73,0.92,0.5,0.54,0.93,0.5,0.72
mediaportal.csv,0.5,0.83,0.93,0.48,0.88,0.65,0.91,0.9,0.88,0.86,0.54,0.76,0.9,0.54,0.57,0.45,0.89,0.61,0.42,0.56
ninject.csv,0.88,0.8,0.43,0.7,0.47,0.71,0.64,0.79,0.41,0.71,0.82,0.81,0.63,0.76,0.93,0.8,0.64,0.78,0.5,0.64
officefloor.csv,0.88,0.5,0.92,0.51,0.97,0.8,0.55,0.74,0.34,0.53,0.46,0.49,0.57,0.47,0.45,0.37,0.75,0.52,0.6,0.69
ontopia.csv,0.44,0.38,0.55,0.47,0.92,0.39,0.44,0.96,0.91,0.4,0.37,0.37,0.41,0.55,0.71,0.42,0.0,0.67,0.43,0.68
poormans.csv,0.67,0.67,0.91,0.7,0.83,0.9,0.91,0.94,0.79,0.8,0.55,0.9,0.9,0.36,0.48,0.0,0.5,0.67,0.38,0.88
power-architect.csv,0.43,0.37,0.5,0.49,0.47,0.35,0.43,0.54,0.37,0.42,0.44,0.37,0.34,0.39,0.48,0.38,0.55,0.46,0.37,0.45
powerfolder.csv,0.39,0.85,0.91,0.79,0.45,0.39,0.5,0.75,0.94,0.4,0.91,0.34,0.45,0.73,0.66,0.55,0.62,0.57,0.8,0.69
stuproa-cims.csv,0.67,0.73,0.5,0.63,0.69,0.88,0.65,0.9,0.84,0.8,0.48,0.5,0.5,0.55,0.95,0.5,0.48,0.58,0.35,0.46
tart.csv,0.5,0.0,0.53,0.7,0.91,0.59,0.93,0.61,0.94,0.61,0.52,0.41,0.39,0.61,0.54,0.56,0.74,0.72,0.6,0.97
uface.csv,0.36,0.4,0.52,0.45,0.4,0.38,0.39,0.45,0.31,0.42,0.32,0.37,0.33,0.34,0.38,0.59,0.4,0.46,0.36,0.38
wxlua.csv,0.43,0.79,0.56,0.99,0.5,0.43,0.62,0.69,0.85,0.58,0.86,0.39,0.43,0.89,0.68,0.93,0.43,0.93,0.7,0.96
