,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.44,0.37,0.41,0.39,0.45,0.43,0.51,0.43,0.34,0.43,0.48,0.48,0.52,0.4
customwars.csv,0.43,0.35,0.43,0.37,0.35,0.43,0.46,0.44,0.5,0.59,0.45,0.27,0.38,0.37
firebreath.csv,0.53,0.52,0.57,0.69,0.34,0.89,0.57,0.46,0.36,0.38,0.94,0.54,0.55,0.47
gss.csv,0.42,0.35,0.33,0.37,0.29,0.36,0.4,0.4,0.32,0.33,0.4,0.29,0.37,0.39
irplus.csv,0.41,0.31,0.35,0.36,0.5,0.35,0.41,0.46,0.32,0.42,0.48,0.27,0.38,0.54
kwave.csv,0.47,0.41,0.41,0.49,0.33,0.88,0.58,0.47,0.34,0.34,0.43,0.32,0.5,0.34
liferea.csv,0.43,0.36,0.39,0.37,0.52,0.43,0.53,0.45,0.61,0.46,0.52,0.32,0.47,0.44
plearn.csv,0.55,0.53,0.93,0.61,0.67,0.0,0.77,0.57,0.64,0.64,0.6,0.44,0.72,0.47
psrchive.csv,0.54,0.47,0.69,0.6,0.37,0.85,0.53,0.54,0.57,0.73,0.6,0.48,0.72,0.73
qcad2.csv,0.62,0.42,0.65,0.44,0.35,0.72,0.6,0.47,0.38,0.36,0.66,0.35,0.43,0.33
tzod.csv,0.49,0.83,0.44,0.39,0.48,0.53,0.54,0.91,0.94,0.9,0.59,0.6,0.55,0.86
wxcode.csv,0.6,0.71,0.86,0.8,0.89,0.86,0.83,0.56,0.93,0.8,0.67,0.35,0.48,0.88
xinity.csv,0.51,0.9,0.54,0.73,0.33,0.84,0.59,0.56,0.53,0.94,0.48,0.41,0.65,0.34
xmoto.csv,0.46,0.55,0.46,0.52,0.3,0.75,0.42,0.48,0.46,0.71,0.45,0.38,0.47,0.8
