,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.08,0.07,0.01,0.0,0.05,0.18,0.0,0.01,0.0
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
les-indemodables.csv,0.21,0.04,0.14,0.15,0.06,0.25,0.0,0.13,0.17
lportal.csv,0.59,0.37,0.29,0.27,0.11,0.0,0.38,0.09,0.16
mbse.csv,0.59,0.89,0.6,0.01,0.45,0.5,0.4,0.4,0.3
mplayer-ce.csv,0.79,0.96,0.8,0.85,0.87,0.81,0.88,0.82,0.0
simplewebservices.csv,0.23,0.33,0.31,0.77,0.63,0.36,0.78,0.0,0.71
vapor.csv,0.0,0.0,0.25,0.03,0.15,0.7,0.23,0.16,0.16
zscreen.csv,0.28,0.0,0.62,0.12,0.68,0.63,0.32,0.48,0.24
