,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.48,0.27,0.58,0.47,0.56,0.55,0.45,0.31,0.17,0.76,0.45,0.46,0.32,0.34,0.62,0.17,0.73,0.44
buddata-ebxml-registry.csv,0.0,0.64,0.0,0.17,0.67,0.55,0.56,0.05,0.0,0.3,0.38,0.09,0.0,0.33,0.13,0.09,0.0,0.94
co-ode-owl-plugins.csv,0.65,0.5,0.64,0.61,0.59,0.71,0.56,0.58,0.28,0.71,0.51,0.31,0.65,0.07,0.36,0.22,0.25,0.58
firebreath.csv,0.68,0.53,0.27,0.74,0.55,0.69,0.58,0.63,0.51,0.32,0.41,0.55,0.63,0.2,0.68,0.61,0.33,0.51
gretl.csv,0.27,0.76,0.54,0.71,0.6,0.13,0.47,0.53,0.36,0.69,0.54,0.09,0.56,0.28,0.72,0.58,0.59,0.71
konversation.csv,0.25,0.39,0.49,0.76,0.48,0.46,0.48,0.52,0.22,0.49,0.11,0.59,0.71,0.35,0.5,0.48,0.35,0.21
lazarus-ccr.csv,0.8,0.51,0.0,0.25,0.17,0.46,0.53,0.49,0.52,0.75,0.36,0.57,0.67,0.59,0.0,0.56,0.17,0.48
linuxsh.csv,0.52,0.49,0.72,0.1,0.18,0.61,0.39,0.2,0.0,0.7,0.17,0.46,0.07,0.0,0.16,0.17,0.19,0.53
migen.csv,0.41,0.45,0.31,0.69,0.58,0.52,0.67,0.34,0.06,0.7,0.26,0.59,0.07,0.07,0.31,0.17,0.21,0.34
moviesandbox.csv,0.49,0.56,0.4,0.82,0.54,0.7,0.39,0.57,0.12,0.6,0.73,0.59,0.61,0.07,0.21,0.33,0.23,0.64
mvnforum.csv,0.0,0.2,0.52,0.1,0.43,0.51,0.33,0.34,0.06,0.66,0.58,0.31,0.62,0.42,0.45,0.44,0.44,0.25
ontomorphtab.csv,0.47,0.69,0.65,0.74,0.74,0.73,0.64,0.66,0.55,0.29,0.57,0.71,0.31,0.34,0.6,0.64,0.58,0.52
opengs.csv,0.2,0.17,0.54,0.62,0.65,0.66,0.33,0.41,0.17,0.2,0.76,0.43,0.45,0.0,0.45,0.47,0.39,0.28
plplot.csv,0.46,0.27,0.58,0.1,0.46,0.71,0.53,0.26,0.34,0.2,0.72,0.31,0.52,0.28,0.58,0.65,0.48,0.12
scite-ru.csv,0.17,0.64,0.7,0.67,0.61,0.61,0.57,0.62,0.42,0.61,0.75,0.51,0.33,0.63,0.55,0.54,0.47,0.0
tokratan.csv,0.15,0.33,0.65,0.62,0.52,0.6,0.56,0.34,0.06,0.07,0.63,0.57,0.6,0.14,0.61,0.66,0.42,0.35
vrjuggler.csv,0.44,0.55,0.0,0.46,0.0,0.24,0.24,0.14,0.28,0.66,0.28,0.43,0.41,0.62,0.06,0.12,0.11,0.43
xuggle.csv,0.64,0.53,0.59,0.62,0.75,0.64,0.55,0.58,0.64,0.32,0.79,0.82,0.63,0.22,0.61,0.6,0.63,0.6
