,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.57,0.19,0.58,0.14,0.37,0.74,0.6,0.22,0.21,0.52,0.86,0.57,0.27,0.42,0.57,0.32,0.33,0.0
buddata-ebxml-registry.csv,1.0,0.67,1.0,0.96,0.6,0.8,0.77,0.99,1.0,0.92,0.88,0.98,1.0,0.9,0.97,0.98,1.0,0.0
co-ode-owl-plugins.csv,0.5,0.48,0.35,0.2,0.57,0.54,0.44,0.4,0.08,0.09,0.82,0.91,0.52,0.05,0.17,0.26,0.31,0.5
firebreath.csv,0.61,0.19,0.93,0.49,0.29,0.63,0.33,0.36,0.35,0.71,0.61,0.34,0.5,0.95,0.6,0.18,0.91,0.0
gretl.csv,0.93,0.43,0.51,0.42,0.35,0.97,0.84,0.53,0.44,0.64,0.73,0.98,0.43,0.37,0.3,0.37,0.55,0.25
konversation.csv,0.07,0.14,0.22,0.2,0.16,0.11,0.26,0.21,0.23,0.12,0.14,0.6,0.55,0.25,0.17,0.16,0.36,0.5
lazarus-ccr.csv,0.29,0.57,1.0,0.77,0.96,0.77,0.77,0.74,0.62,0.35,0.44,0.73,0.66,0.75,1.0,0.75,0.96,0.5
linuxsh.csv,0.64,0.33,0.31,0.11,0.06,0.57,0.26,0.17,0.06,0.17,0.96,0.8,0.25,0.02,0.07,0.05,0.13,0.5
migen.csv,0.64,0.19,0.2,0.24,0.14,0.2,0.35,0.34,0.02,0.17,0.1,0.6,0.11,0.07,0.17,0.11,0.2,0.5
moviesandbox.csv,0.54,0.76,0.2,0.42,0.36,0.46,0.3,0.35,0.08,0.16,0.42,0.66,0.68,0.03,0.13,0.35,0.27,0.5
mvnforum.csv,0.0,0.24,0.71,0.18,0.31,0.54,0.16,0.23,0.02,0.07,0.34,0.36,0.32,0.34,0.63,0.77,0.73,0.5
ontomorphtab.csv,0.46,0.14,0.65,0.48,0.34,0.54,0.53,0.47,0.52,0.65,0.58,0.34,0.39,0.41,0.13,0.25,0.47,0.0
opengs.csv,0.0,0.0,0.51,0.16,0.24,0.51,0.28,0.32,0.02,0.0,0.29,0.35,0.68,0.0,0.17,0.19,0.36,0.0
plplot.csv,0.21,0.14,0.73,0.1,0.17,0.46,0.28,0.09,0.08,0.38,0.49,0.14,0.36,0.54,0.4,0.21,0.73,0.0
scite-ru.csv,0.96,0.71,0.56,0.52,0.71,0.74,0.74,0.61,0.29,0.7,0.6,0.83,0.91,0.66,0.3,0.79,0.53,1.0
tokratan.csv,0.11,0.14,0.29,0.13,0.16,0.43,0.28,0.21,0.0,0.0,0.13,0.22,0.57,0.24,0.33,0.37,0.4,0.25
vrjuggler.csv,0.75,0.52,0.0,0.21,0.06,0.17,0.35,0.19,0.25,0.36,0.21,0.42,0.5,0.37,0.07,0.23,0.05,0.75
xuggle.csv,0.46,0.24,0.67,0.16,0.21,0.6,0.35,0.42,0.27,0.34,0.38,0.34,0.68,0.34,0.33,0.46,0.55,0.25
