,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.43,0.67,0.18,0.28,0.15,0.57,0.38,0.43,0.21,0.25,0.45,0.09,0.29,0.17,0.85,0.14,0.79,1.0
buddata-ebxml-registry.csv,0.46,0.67,0.17,0.12,0.14,0.61,0.48,0.39,0.29,0.17,0.39,0.11,0.29,0.2,0.83,0.26,0.62,1.0
co-ode-owl-plugins.csv,0.55,0.63,0.27,0.28,0.12,0.65,0.5,0.47,0.56,0.6,0.45,0.1,0.36,0.25,0.9,0.21,0.53,0.95
firebreath.csv,0.54,0.81,0.18,0.19,0.18,0.64,0.58,0.52,0.36,0.08,0.32,0.16,0.35,0.19,0.87,0.55,0.62,1.0
gretl.csv,0.46,0.76,0.18,0.19,0.17,0.54,0.46,0.39,0.23,0.21,0.41,0.11,0.34,0.15,0.92,0.36,0.65,0.98
konversation.csv,0.71,0.8,0.29,0.33,0.25,0.82,0.58,0.59,0.25,0.42,0.31,0.12,0.38,0.25,0.93,0.5,0.57,0.86
lazarus-ccr.csv,0.71,0.61,0.17,0.04,0.1,0.5,0.45,0.35,0.27,0.3,0.35,0.12,0.36,0.24,0.83,0.28,0.62,0.94
linuxsh.csv,0.44,0.7,0.32,0.09,0.24,0.6,0.52,0.38,0.0,0.43,0.41,0.09,0.08,0.0,0.9,0.5,0.67,0.95
migen.csv,0.36,0.78,0.21,0.27,0.32,0.75,0.61,0.35,0.5,0.43,0.6,0.12,0.17,0.2,0.89,0.33,0.59,0.91
moviesandbox.csv,0.44,0.64,0.27,0.22,0.15,0.67,0.48,0.49,0.33,0.4,0.57,0.12,0.32,0.33,0.87,0.23,0.55,0.96
mvnforum.csv,0.0,0.55,0.15,0.06,0.14,0.55,0.59,0.45,0.5,0.65,0.54,0.08,0.44,0.23,0.78,0.21,0.54,0.88
ontomorphtab.csv,0.46,0.88,0.2,0.19,0.22,0.67,0.51,0.48,0.31,0.08,0.43,0.21,0.23,0.17,0.95,0.48,0.67,1.0
opengs.csv,1.0,1.0,0.18,0.33,0.25,0.64,0.45,0.42,0.75,1.0,0.66,0.12,0.23,0.0,0.92,0.45,0.62,1.0
plplot.csv,0.62,0.73,0.18,0.1,0.23,0.68,0.59,0.59,0.6,0.08,0.54,0.19,0.36,0.11,0.87,0.52,0.57,1.0
scite-ru.csv,0.47,0.68,0.22,0.16,0.13,0.61,0.47,0.42,0.35,0.19,0.53,0.13,0.3,0.25,0.89,0.3,0.59,0.92
tokratan.csv,0.5,0.77,0.3,0.37,0.27,0.64,0.6,0.47,1.0,1.0,0.76,0.23,0.32,0.12,0.9,0.4,0.61,0.95
vrjuggler.csv,0.38,0.65,0.0,0.21,0.0,0.6,0.32,0.28,0.28,0.27,0.45,0.1,0.24,0.31,0.78,0.13,0.73,0.92
xuggle.csv,0.55,0.77,0.18,0.33,0.3,0.61,0.55,0.47,0.48,0.14,0.61,0.24,0.33,0.13,0.9,0.33,0.67,0.97
