,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,481.0,83.5,609.5,98.5,492.0,98.5,193.0,98.5,729.5,1319.0,295.0,565.0,96.5,908.5,99.0,451.5,197.5,84.5
buddata-ebxml-registry.csv,99.0,381.0,1519.0,98.5,1078.5,98.5,98.5,98.5,2907.5,2862.5,295.0,759.0,195.0,2077.0,99.0,97.5,197.5,98.5
co-ode-owl-plugins.csv,99.0,98.5,634.5,98.5,489.5,98.5,95.5,98.5,315.5,232.0,196.0,1383.5,94.5,185.5,99.0,83.5,89.5,98.5
firebreath.csv,193.0,91.5,1423.5,98.5,783.5,98.5,193.0,98.5,1046.5,2486.0,196.0,469.5,195.0,2105.0,99.0,97.5,197.5,98.5
gretl.csv,99.0,283.5,757.5,98.5,1079.0,98.5,98.5,98.5,1392.0,1986.0,196.0,661.5,176.0,1001.5,98.5,97.5,196.5,98.5
konversation.csv,94.5,187.0,174.0,98.5,684.0,98.5,98.5,98.5,780.5,691.5,97.5,840.5,96.5,551.5,98.5,97.5,89.5,177.0
lazarus-ccr.csv,99.0,380.0,1519.0,459.5,7079.0,189.0,98.5,98.5,1816.0,755.0,196.0,830.5,94.5,1828.5,99.0,94.5,197.5,98.5
linuxsh.csv,99.0,98.5,695.0,453.5,405.5,98.5,95.5,98.5,121.5,438.0,295.0,1008.5,269.5,99.0,98.5,177.0,89.5,98.5
migen.csv,95.5,281.5,261.5,98.5,293.5,98.5,98.5,98.5,70.0,771.0,97.5,905.0,86.5,167.5,97.5,169.0,97.5,95.5
moviesandbox.csv,99.0,98.5,267.5,98.5,1349.5,98.5,189.5,98.5,298.5,495.5,196.5,913.0,96.5,88.5,94.5,97.5,89.5,98.5
mvnforum.csv,0.0,83.5,1425.5,369.0,1556.5,189.0,176.0,98.5,80.0,195.5,716.0,1063.0,86.5,942.0,99.0,355.0,194.5,167.0
ontomorphtab.csv,86.5,98.5,956.5,98.5,588.5,98.5,94.5,98.5,1599.0,2363.0,97.5,383.0,94.5,956.0,98.5,97.5,98.5,98.5
opengs.csv,86.5,83.5,729.5,98.5,450.5,98.5,344.0,98.5,45.0,43.5,82.5,626.5,96.5,0.0,98.5,97.5,95.5,98.5
plplot.csv,89.5,91.5,1139.5,322.0,1496.0,98.5,92.5,98.5,347.5,1258.5,97.5,798.0,94.5,1195.0,99.0,97.5,98.5,89.5
scite-ru.csv,99.0,98.5,721.5,98.5,1373.0,98.5,197.5,98.5,766.0,2135.0,97.5,664.5,195.0,1275.0,99.0,97.5,97.5,98.5
tokratan.csv,89.5,89.5,163.0,98.5,172.0,98.5,94.5,98.5,9.5,39.5,97.5,173.0,94.5,469.5,98.5,97.5,97.5,98.5
vrjuggler.csv,99.0,98.5,0.0,89.5,1074.5,94.5,194.5,965.0,769.5,1269.0,262.5,284.5,375.0,900.5,66.5,371.5,92.5,92.5
xuggle.csv,99.0,98.5,1231.0,98.5,598.5,98.5,192.0,98.5,789.0,1523.0,97.5,285.5,94.5,809.0,99.0,97.5,98.5,98.5
