,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.76,0.79,0.69,0.6,0.59,0.78,0.8,0.77,0.88,0.53,0.86,0.78,0.77,0.81,0.64,0.91,0.41,0.61
buddata-ebxml-registry.csv,1.0,0.69,1.0,0.96,0.63,0.8,0.78,0.99,1.0,0.92,0.9,0.98,1.0,0.92,0.97,0.98,1.0,0.07
co-ode-owl-plugins.csv,0.58,0.7,0.5,0.46,0.67,0.57,0.62,0.59,0.77,0.34,0.82,0.93,0.59,0.94,0.7,0.85,0.84,0.64
firebreath.csv,0.63,0.55,0.93,0.52,0.56,0.64,0.55,0.52,0.63,0.97,0.85,0.58,0.6,0.97,0.62,0.46,0.91,0.55
gretl.csv,0.93,0.46,0.68,0.49,0.54,0.98,0.84,0.7,0.8,0.65,0.78,0.98,0.62,0.84,0.41,0.57,0.66,0.39
konversation.csv,0.79,0.67,0.59,0.32,0.59,0.6,0.61,0.56,0.84,0.57,0.92,0.69,0.57,0.73,0.57,0.59,0.78,0.96
lazarus-ccr.csv,0.33,0.73,1.0,1.07,0.98,0.86,0.79,0.83,0.75,0.41,0.8,0.75,0.67,0.76,1.0,0.78,0.96,0.72
linuxsh.csv,0.77,0.64,0.41,0.92,0.85,0.65,0.7,0.85,1.0,0.38,0.96,0.87,0.98,1.0,0.87,0.86,0.85,0.68
migen.csv,0.87,0.63,0.75,0.41,0.48,0.56,0.48,0.78,0.95,0.38,0.78,0.69,0.95,0.94,0.75,0.86,0.84,0.85
moviesandbox.csv,0.73,0.78,0.67,0.43,0.6,0.52,0.71,0.57,0.91,0.47,0.47,0.71,0.72,0.94,0.83,0.8,0.84,0.59
mvnforum.csv,1.0,0.86,0.8,0.93,0.68,0.72,0.72,0.74,0.95,0.39,0.56,0.82,0.5,0.71,0.83,0.88,0.86,0.92
ontomorphtab.csv,0.71,0.37,0.68,0.51,0.42,0.56,0.61,0.56,0.67,0.97,0.69,0.43,0.82,0.8,0.46,0.45,0.63,0.54
opengs.csv,0.83,0.86,0.68,0.44,0.44,0.58,0.76,0.71,0.86,0.83,0.36,0.7,0.85,1.0,0.63,0.6,0.73,0.76
plplot.csv,0.62,0.78,0.75,0.92,0.61,0.51,0.57,0.79,0.72,0.92,0.53,0.75,0.62,0.93,0.58,0.44,0.83,0.9
scite-ru.csv,0.96,0.72,0.59,0.58,0.73,0.75,0.76,0.68,0.68,0.72,0.6,0.83,0.91,0.69,0.57,0.8,0.75,1.05
tokratan.csv,0.88,0.73,0.47,0.44,0.55,0.58,0.55,0.73,0.95,0.94,0.43,0.51,0.66,0.91,0.52,0.5,0.73,0.73
vrjuggler.csv,0.88,0.68,1.0,0.62,1.0,0.81,0.87,0.9,0.8,0.49,0.79,0.73,0.79,0.53,0.95,0.93,0.91,0.89
xuggle.csv,0.57,0.57,0.73,0.44,0.34,0.65,0.59,0.59,0.47,0.8,0.4,0.36,0.7,0.88,0.52,0.59,0.62,0.5
