,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.67,0.55,0.39,0.48,0.37,0.44,0.47,0.37
archive-crawler.csv,0.65,0.7,0.58,0.62,0.59,0.58,0.52,0.44
jcae.csv,0.75,0.58,0.7,0.64,0.45,0.41,0.88,0.34
openmalaria.csv,0.4,0.28,0.41,0.41,0.36,0.4,0.32,0.39
popeye-chess.csv,0.5,0.49,0.45,0.5,0.5,0.98,0.35,0.4
rhex.csv,0.5,0.6,0.48,0.64,0.71,0.91,0.34,0.4
rocrail.csv,0.57,0.37,0.43,0.5,0.35,0.46,0.39,0.38
truevision.csv,0.51,0.41,0.58,0.45,0.71,0.52,0.49,0.44
