,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,3.0,3.0,0.0,74.0,8.0,0.0,3.0,0.0,11.0,1.0,0.0
haphazard.csv,5.0,0.0,4.0,29.0,125.0,4.0,1.0,0.0,0.0,0.0,0.0
jicarilla.csv,1.0,2.0,1.0,33.0,1.0,2.0,63.0,0.0,3.0,0.0,0.0
jruby.csv,1.0,17.0,1.0,15.0,10.0,2.0,1.0,0.0,8.0,2.0,0.0
optalgtoolkit.csv,5.0,0.0,0.0,31.0,9.0,0.0,0.0,1.0,0.0,41.0,0.0
ossim.csv,111.0,150.0,69.0,0.0,125.0,49.0,0.0,61.0,0.0,260.0,144.0
projectts.csv,1.0,5.0,1.0,22.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0
qedo.csv,0.0,150.0,0.0,281.0,125.0,1.0,0.0,0.0,2.0,0.0,0.0
sabbu.csv,0.0,1.0,2.0,7.0,9.0,0.0,0.0,2.0,0.0,57.0,0.0
vxl.csv,5.0,0.0,3.0,14.0,125.0,2.0,1.0,1.0,3.0,260.0,0.0
zact.csv,111.0,150.0,69.0,281.0,0.0,49.0,63.0,61.0,64.0,260.0,1.0
