,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.54,0.6,0.76,0.46,0.59,0.32,0.54,0.42,0.46,0.52,0.65
haphazard.csv,0.92,0.97,0.91,0.98,0.93,0.89,0.94,0.75,0.92,0.99,0.93
jicarilla.csv,0.5,0.83,0.82,0.91,0.88,0.86,0.0,0.89,0.93,0.99,0.67
jruby.csv,0.37,0.52,0.5,0.97,0.46,0.56,0.92,0.36,0.37,0.42,0.48
optalgtoolkit.csv,0.51,0.5,0.83,0.5,0.54,0.61,0.64,0.45,0.67,0.47,0.48
ossim.csv,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.86,0.0
projectts.csv,0.46,0.62,0.67,0.65,0.44,0.41,0.61,0.44,0.44,0.43,0.53
qedo.csv,0.5,0.0,0.0,0.88,0.75,0.8,0.88,0.5,0.67,0.95,0.75
sabbu.csv,0.53,0.46,0.92,0.51,0.46,0.58,0.7,0.6,0.4,0.53,0.46
vxl.csv,0.68,0.88,0.57,0.96,0.91,0.83,0.46,0.32,0.89,0.97,0.78
zact.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.92,0.67
