,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.6,0.41,0.33,0.56,0.43,0.89,0.32,0.98,0.31,0.36,0.28
haphazard.csv,0.07,0.19,0.67,0.12,0.0,0.16,0.38,0.3,1.0,0.09,0.1
jicarilla.csv,0.02,0.08,1.0,0.06,0.14,0.16,0.0,0.14,0.15,0.27,0.02
jruby.csv,0.76,0.38,0.09,0.06,0.57,0.32,0.27,0.59,0.46,0.14,1.0
optalgtoolkit.csv,0.81,0.68,0.24,0.44,0.86,0.95,0.22,0.41,0.38,0.64,0.33
ossim.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.03,0.0,0.08,0.0,0.0
projectts.csv,0.72,0.57,0.24,0.44,0.86,0.68,1.0,0.43,0.46,0.59,0.47
qedo.csv,0.02,0.0,0.03,0.0,0.0,0.11,0.16,0.05,0.08,1.0,0.03
sabbu.csv,0.98,0.62,0.18,0.69,0.71,0.37,0.38,0.27,0.77,0.41,0.7
vxl.csv,0.52,0.86,1.0,0.06,0.0,0.21,0.86,0.95,0.08,0.0,0.25
zact.csv,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.02
