,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.57,0.38,0.29,0.16,0.19,0.29,0.71,0.4,0.92,0.0,0.56,0.25,0.79,0.61,0.58,0.2,0.46
amygdala.csv,0.58,0.0,0.23,0.0,0.01,0.28,0.61,0.51,0.2,0.2,0.43,0.69,0.28,0.55,0.48,0.58,0.0
awemud.csv,0.64,0.34,0.42,0.36,0.47,0.25,0.63,0.57,0.38,0.0,0.13,0.59,0.23,0.6,0.27,0.64,0.17
bullet.csv,0.39,0.49,0.47,0.71,0.21,0.65,0.49,0.31,0.38,0.0,0.14,0.64,0.5,0.35,0.47,0.39,0.54
customwars.csv,0.58,0.4,0.28,0.49,0.31,0.54,0.44,0.21,0.81,0.0,0.44,0.33,0.69,0.47,0.27,0.4,0.51
dvd-create.csv,0.56,0.56,0.45,0.19,0.81,0.69,0.5,0.65,0.61,0.1,0.37,0.73,0.44,0.58,0.55,0.31,0.66
gbif-indexingtoolkit.csv,0.27,0.09,0.42,0.0,0.0,0.35,0.09,0.65,0.2,0.0,0.42,0.24,0.21,0.4,0.13,0.37,0.0
go.csv,0.7,0.73,0.47,0.36,0.49,0.57,0.72,0.46,0.66,0.1,0.27,0.63,0.77,0.7,0.45,0.74,0.65
growl-for-windows.csv,0.68,0.0,0.29,0.0,0.01,0.04,0.7,0.57,0.0,0.0,0.13,0.61,0.0,0.29,0.27,0.67,0.22
kwave.csv,0.67,0.0,0.65,0.0,0.0,0.63,0.21,0.45,0.45,0.6,0.42,0.56,0.3,0.58,0.56,0.39,0.0
libarchive.csv,0.58,0.73,0.46,0.44,0.51,0.43,0.61,0.09,0.56,0.7,0.0,0.63,0.74,0.0,0.34,0.51,0.63
linux-ntfs.csv,0.64,0.51,0.39,0.72,0.68,0.65,0.45,0.55,0.7,0.36,0.53,0.56,0.63,0.57,0.7,0.31,0.63
lsb.csv,0.62,0.47,0.42,0.8,0.48,0.48,0.29,0.31,0.2,0.0,0.45,0.46,0.53,0.41,0.65,0.59,0.53
mpgravity.csv,0.63,0.69,0.48,0.32,0.61,0.61,0.51,0.48,0.76,0.76,0.05,0.67,0.52,0.71,0.34,0.66,0.59
qcad2.csv,0.49,0.55,0.36,0.47,0.57,0.44,0.81,0.53,0.67,0.72,0.5,0.3,0.67,0.49,0.62,0.56,0.66
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.1,0.17,0.45,0.39,0.07,0.0
roller.csv,0.69,0.74,0.16,0.4,0.37,0.2,0.21,0.56,0.42,0.52,0.44,0.24,0.21,0.74,0.27,0.62,0.0
