,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.54,0.33,0.25,0.13,0.16,0.25,0.75,0.36,1.0,0.0,0.53,0.21,0.79,0.57,0.62,0.17,0.41
amygdala.csv,0.6,0.0,0.19,0.0,0.01,0.24,0.6,0.55,0.17,0.17,0.41,0.71,0.24,0.53,0.46,0.53,0.0
awemud.csv,0.71,0.29,0.38,0.33,0.42,0.21,0.62,0.73,0.33,0.0,1.0,0.58,0.2,0.71,0.23,0.72,0.14
bullet.csv,0.38,0.53,0.5,0.71,0.18,0.64,0.46,0.27,0.33,0.0,0.12,0.76,0.85,0.32,0.46,0.36,0.53
customwars.csv,0.55,0.35,0.25,0.44,0.27,0.52,0.4,0.18,0.83,0.0,0.41,0.29,0.67,0.43,0.23,0.36,0.47
dvd-create.csv,0.54,0.84,0.44,0.58,0.8,0.69,0.9,0.82,0.67,0.08,0.88,0.76,0.74,0.77,0.92,0.56,0.73
gbif-indexingtoolkit.csv,0.96,0.99,0.69,1.0,1.0,0.57,0.98,0.64,0.83,0.0,0.76,0.95,0.98,0.37,0.96,0.94,1.0
go.csv,0.79,0.73,0.44,0.4,0.49,0.57,0.92,0.64,0.83,0.08,0.94,0.84,0.91,0.8,0.77,0.75,0.71
growl-for-windows.csv,0.68,0.0,0.25,0.0,0.01,0.03,0.83,0.64,0.0,0.0,1.0,0.76,0.0,0.25,0.23,0.64,0.18
kwave.csv,0.9,1.0,0.62,1.0,1.0,0.66,0.98,0.73,1.0,0.58,0.82,0.71,0.98,0.89,0.85,0.58,1.0
libarchive.csv,0.95,0.92,0.56,0.4,0.77,0.9,0.98,1.0,1.0,0.67,1.0,0.84,0.89,1.0,0.85,1.0,0.61
linux-ntfs.csv,0.68,0.59,0.62,0.71,0.74,0.79,0.42,0.55,0.67,0.33,0.76,0.58,0.87,0.64,0.73,0.58,0.63
lsb.csv,0.63,0.48,0.5,0.78,0.88,0.46,0.25,0.27,0.17,0.0,0.82,0.61,0.48,0.37,0.69,0.64,0.51
mpgravity.csv,0.88,0.73,0.5,0.89,0.78,0.72,0.94,0.73,0.83,0.75,1.0,0.84,0.46,0.95,0.88,0.89,0.92
qcad2.csv,0.46,0.52,0.31,0.58,0.53,0.4,0.85,0.55,0.67,0.75,0.53,0.26,0.65,0.49,0.73,0.56,0.86
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.14,0.4,0.35,0.06,0.0
roller.csv,0.88,0.84,0.75,0.53,0.89,0.91,0.94,0.91,0.67,0.5,0.94,0.95,0.97,0.75,0.96,0.89,1.0
