,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,196.5,95.5,99.0,99.0,99.0,99.0,490.0,2456.0
enlightenment.csv,99.0,488.5,198.0,198.0,99.0,99.0,588.5,3359.0
ildjit.csv,292.5,447.5,285.5,195.5,87.5,99.0,454.0,879.0
jfreereport.csv,180.0,338.0,860.5,99.0,210.5,98.5,273.0,317.0
lufa-lib.csv,99.0,813.5,2610.5,99.0,99.0,99.0,943.5,1522.5
pcsx2.csv,91.5,95.5,3489.0,296.0,99.0,99.0,588.5,835.5
psycle.csv,99.0,194.0,198.0,198.0,99.0,99.0,588.5,2400.0
wxjs.csv,120.0,90.5,1060.5,76.5,0.0,232.5,0.0,815.5
