,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.32,0.4,0.54,0.43,0.58,0.81,0.5,0.07,0.47,0.76,0.38,0.44
emite.csv,0.18,0.0,0.24,0.52,0.36,0.28,0.11,0.28,0.2,0.29,0.69,0.18
geogebra.csv,0.56,0.0,0.54,0.63,0.54,0.13,0.58,0.53,0.53,0.88,0.19,0.67
hibernate.csv,0.46,0.75,0.6,0.55,0.75,0.55,0.68,0.57,0.56,0.92,0.42,0.58
httpcontentparser.csv,0.35,0.0,0.79,0.73,0.49,0.0,0.47,0.37,0.55,0.69,0.54,0.62
megameknet.csv,0.47,0.0,0.48,0.53,0.33,0.0,0.69,0.34,0.57,0.48,0.53,0.54
myfaces.csv,0.29,0.65,0.73,0.73,0.56,0.7,0.56,0.55,0.59,0.76,0.22,0.55
ns-3.csv,0.66,0.28,0.68,0.65,0.54,0.58,0.62,0.41,0.61,0.43,0.22,0.68
ondex.csv,0.19,0.05,0.65,0.65,0.67,0.39,0.29,0.56,0.37,0.55,0.51,0.44
pixel-commandos.csv,0.18,0.36,0.5,0.18,0.21,0.11,0.15,0.21,0.4,0.99,0.04,0.15
rsyslog.csv,0.5,0.8,0.71,0.49,0.74,0.67,0.59,0.42,0.62,0.9,0.46,0.67
wow-qrsk.csv,0.15,0.1,0.18,0.73,0.82,0.0,0.44,0.49,0.42,0.0,0.47,0.57
