,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.61,0.73,0.53,0.66
jajuk.csv,0.77,0.72,0.63,0.68
vapor.csv,0.53,0.3,0.58,0.37
zorannt.csv,0.59,0.67,0.42,0.66
