,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.31,1.0,1.0,0.98,0.84,0.97
l2j.csv,0.93,0.59,0.35,0.56,0.95,0.39,1.23
libmesh.csv,1.0,0.92,1.02,1.07,0.47,0.85,1.0
mvdsv.csv,0.76,1.0,0.06,0.64,0.97,0.99,1.0
nova.csv,0.28,0.75,1.18,0.93,0.82,0.9,0.78
proftp.csv,1.0,0.96,1.0,0.32,0.89,0.7,1.01
