,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.46,0.48,0.51,0.57,0.55,0.69,0.48,0.52,0.55,0.71
ffigo.csv,0.5,0.64,0.47,0.5,0.57,0.51,0.81,0.47,0.47,0.75
ildjit.csv,0.75,0.5,0.89,0.75,0.0,0.88,0.83,0.67,0.5,0.97
proftp.csv,0.75,0.64,0.65,0.42,0.67,0.66,0.54,0.7,0.59,0.8
skia.csv,0.6,0.77,0.72,0.67,0.79,0.74,0.63,0.89,0.61,0.64
tencompetence.csv,0.8,0.55,0.96,0.8,0.96,0.95,0.88,0.9,0.92,0.63
theresa.csv,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.86,0.5,0.0,0.0
xstore.csv,0.37,0.48,0.57,0.59,0.52,0.56,0.61,0.46,0.5,0.68
