,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.87,0.87,0.37,0.54,0.5,0.98,0.75,0.48,0.38,0.28
ffigo.csv,0.59,0.0,0.35,0.6,0.53,0.41,0.0,0.99,0.54,0.23
ildjit.csv,0.0,0.0,0.91,0.09,0.0,0.02,0.29,0.01,0.05,0.05
proftp.csv,0.0,0.96,0.17,0.89,0.24,0.36,0.64,0.32,0.34,0.19
skia.csv,0.97,0.94,0.12,0.31,0.26,0.32,0.64,0.1,1.0,0.24
tencompetence.csv,0.0,0.0,0.12,0.0,0.18,0.2,0.14,0.1,0.16,0.99
theresa.csv,1.0,0.0,0.0,0.0,0.05,0.01,0.0,0.06,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.12,0.0,0.0,0.9,0.0,0.0,0.0
xstore.csv,0.63,0.87,0.37,0.36,0.98,0.52,0.29,0.56,0.52,0.29
