,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.22,0.08,0.26,0.57,0.52,0.98,0.22,0.55,0.31,0.34
ffigo.csv,0.11,0.0,0.27,0.61,0.55,0.5,0.0,0.99,0.42,0.3
ildjit.csv,0.0,0.0,0.91,0.12,0.0,0.04,0.29,0.03,0.08,0.06
proftp.csv,0.0,0.17,0.15,0.93,0.3,0.39,0.28,0.41,0.35,0.25
skia.csv,0.46,0.14,0.1,0.36,0.33,0.32,0.26,0.14,1.0,0.3
tencompetence.csv,0.0,0.0,0.11,0.0,0.2,0.24,0.06,0.14,0.17,0.99
theresa.csv,0.86,0.0,0.0,0.0,0.08,0.01,0.0,0.1,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.18,0.0,0.0,0.93,0.0,0.0,0.0
xstore.csv,0.13,0.08,0.24,0.35,0.98,0.49,0.1,0.62,0.42,0.36
